Frame,Visibility,X,Y
0,1,519.0,152.0
1,1,519.0,181.0
2,1,519.0,207.0
3,0,0,0
4,1,515.0,268.0
5,1,516.0,295.0
6,1,517.0,325.0
7,1,516.0,349.0
8,1,509.0,255.0
9,1,499.0,193.0
10,1,494.0,140.0
11,1,495.0,111.0
12,0,0,0
13,0,0,0
14,0,0,0
15,1,484.0,31.0
16,1,483.0,22.0
17,1,482.0,15.0
18,1,483.0,9.0
19,1,481.0,8.0
20,1,481.0,6.0
21,1,482.0,5.0
22,1,482.0,5.0
23,1,483.0,7.0
24,1,484.0,11.0
25,1,485.0,14.0
26,1,484.0,22.0
27,1,485.0,26.0
28,1,485.0,37.0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,1,492.0,114.0
36,1,496.0,126.0
37,1,497.0,139.0
38,1,498.0,156.0
39,1,497.0,170.0
40,1,501.0,185.0
41,1,500.0,200.0
42,1,500.0,213.0
43,1,500.0,219.0
44,1,498.0,223.0
45,1,499.0,233.0
46,1,496.0,241.0
47,1,496.0,248.0
48,1,497.0,255.0
49,1,497.0,266.0
50,1,495.0,275.0
51,1,497.0,286.0
52,1,495.0,299.0
53,1,496.0,310.0
54,1,494.0,324.0
55,1,494.0,335.0
56,1,494.0,347.0
57,1,493.0,366.0
58,1,493.0,381.0
59,1,492.0,399.0
60,1,493.0,413.0
61,1,490.0,432.0
62,1,489.0,451.0
63,1,488.0,469.0
64,1,487.0,445.0
65,1,480.0,422.0
66,1,478.0,398.0
67,1,478.0,381.0
68,1,478.0,368.0
69,1,477.0,353.0
70,1,479.0,337.0
71,1,477.0,328.0
72,1,474.0,322.0
73,1,472.0,316.0
74,1,473.0,311.0
75,1,469.0,307.0
76,1,468.0,306.0
77,1,469.0,309.0
78,1,467.0,307.0
79,1,466.0,309.0
80,1,465.0,313.0
81,1,466.0,318.0
82,1,465.0,329.0
83,1,465.0,337.0
84,1,466.0,346.0
85,1,465.0,356.0
86,1,465.0,369.0
87,1,464.0,377.0
88,1,465.0,391.0
89,1,462.0,407.0
90,1,465.0,422.0
91,1,459.0,390.0
92,1,456.0,344.0
93,1,454.0,309.0
94,1,450.0,278.0
95,1,447.0,251.0
96,1,444.0,229.0
97,1,441.0,213.0
98,1,441.0,199.0
99,1,436.0,181.0
100,1,437.0,169.0
101,1,432.0,162.0
102,1,431.0,152.0
103,1,429.0,143.0
104,1,426.0,140.0
105,1,426.0,138.0
106,1,423.0,137.0
107,1,422.0,140.0
108,1,420.0,140.0
109,1,419.0,144.0
110,1,415.0,150.0
111,1,413.0,157.0
112,1,410.0,168.0
113,1,409.0,178.0
114,1,407.0,189.0
115,1,405.0,204.0
116,1,403.0,223.0
117,1,400.0,232.0
118,1,400.0,255.0
119,1,398.0,273.0
120,1,396.0,293.0
121,1,394.0,313.0
122,1,392.0,332.0
123,1,395.0,325.0
124,1,405.0,255.0
125,1,413.0,196.0
126,1,420.0,156.0
127,1,425.0,127.0
128,1,424.0,107.0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,1,472.0,104.0
147,1,484.0,262.0
148,1,484.0,268.0
149,1,483.0,277.0
150,1,483.0,286.0
151,1,484.0,294.0
152,1,481.0,306.0
153,1,481.0,317.0
154,1,480.0,328.0
155,1,478.0,341.0
156,1,477.0,356.0
157,1,479.0,371.0
158,1,476.0,386.0
159,1,475.0,403.0
160,1,473.0,416.0
161,1,469.0,433.0
162,1,471.0,457.0
163,1,468.0,477.0
164,1,469.0,492.0
165,1,511.0,406.0
