Frame,Visibility,X,Y
0,1,616.0,184.0
1,0,0,0
2,1,648.0,196.0
3,1,666.0,190.0
4,1,687.0,189.0
5,1,703.0,192.0
6,1,709.0,191.0
7,1,724.0,194.0
8,1,734.0,200.0
9,1,743.0,205.0
10,1,753.0,210.0
11,1,759.0,219.0
12,1,768.0,226.0
13,1,775.0,236.0
14,1,783.0,246.0
15,1,789.0,262.0
16,1,792.0,270.0
17,1,800.0,286.0
18,1,805.0,302.0
19,1,810.0,317.0
20,1,814.0,334.0
21,1,817.0,354.0
22,1,821.0,370.0
23,1,743.0,342.0
24,0,0,0
25,1,651.0,310.0
26,1,621.0,301.0
27,1,601.0,294.0
28,1,581.0,293.0
29,1,563.0,289.0
30,1,550.0,288.0
31,1,540.0,290.0
32,1,529.0,293.0
33,1,522.0,296.0
34,1,511.0,301.0
35,1,503.0,305.0
36,1,498.0,312.0
37,1,491.0,315.0
38,1,486.0,326.0
39,1,480.0,328.0
40,1,477.0,319.0
41,1,475.0,312.0
42,1,478.0,300.0
43,1,471.0,296.0
44,1,467.0,294.0
45,1,464.0,294.0
46,1,462.0,295.0
47,1,461.0,294.0
48,1,458.0,297.0
49,1,456.0,301.0
50,1,453.0,305.0
51,1,451.0,312.0
52,1,449.0,320.0
53,0,0,0
54,1,444.0,338.0
55,1,442.0,348.0
56,1,440.0,364.0
57,1,438.0,377.0
58,1,434.0,391.0
59,1,434.0,408.0
60,1,430.0,425.0
61,1,430.0,440.0
62,1,444.0,435.0
63,1,483.0,376.0
64,1,515.0,325.0
65,1,540.0,288.0
66,1,567.0,257.0
67,1,590.0,231.0
68,1,607.0,211.0
69,1,622.0,194.0
70,1,638.0,181.0
71,1,651.0,171.0
72,1,661.0,162.0
73,1,674.0,153.0
74,1,683.0,148.0
75,1,695.0,145.0
76,1,709.0,142.0
77,1,712.0,142.0
78,1,719.0,141.0
79,1,728.0,144.0
80,1,736.0,148.0
81,1,745.0,151.0
82,1,754.0,155.0
83,1,761.0,162.0
84,1,766.0,171.0
85,1,773.0,179.0
86,1,780.0,188.0
87,1,786.0,199.0
88,1,789.0,208.0
89,1,795.0,220.0
90,1,799.0,230.0
91,1,809.0,188.0
92,1,814.0,145.0
93,1,818.0,109.0
94,1,823.0,82.0
95,1,829.0,56.0
96,1,830.0,38.0
97,1,830.0,23.0
98,1,835.0,8.0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,1,847.0,10.0
112,1,847.0,19.0
113,1,847.0,28.0
114,1,846.0,44.0
115,1,848.0,61.0
116,1,843.0,75.0
117,1,845.0,94.0
118,1,842.0,114.0
119,1,841.0,133.0
120,1,842.0,154.0
121,1,842.0,176.0
122,1,840.0,199.0
123,1,838.0,222.0
124,1,837.0,244.0
125,1,837.0,273.0
126,1,835.0,295.0
127,1,838.0,326.0
128,1,833.0,341.0
129,1,745.0,281.0
130,1,676.0,231.0
131,1,640.0,202.0
132,1,607.0,183.0
133,1,587.0,166.0
134,1,568.0,156.0
135,1,552.0,149.0
136,1,541.0,141.0
137,1,528.0,136.0
138,1,518.0,135.0
139,1,509.0,135.0
140,1,501.0,136.0
141,1,493.0,137.0
142,1,488.0,140.0
143,1,481.0,144.0
144,1,476.0,149.0
145,1,467.0,153.0
146,1,463.0,165.0
147,1,460.0,171.0
148,1,458.0,180.0
149,1,455.0,184.0
150,1,452.0,197.0
151,1,450.0,211.0
152,1,448.0,222.0
153,1,443.0,234.0
154,1,441.0,244.0
155,1,439.0,259.0
156,1,439.0,271.0
157,1,437.0,286.0
158,1,437.0,301.0
159,1,437.0,312.0
160,1,434.0,327.0
161,1,432.0,343.0
162,1,432.0,360.0
163,1,432.0,373.0
164,1,434.0,375.0
165,1,430.0,370.0
166,1,427.0,369.0
167,1,428.0,369.0
168,1,428.0,366.0
169,1,425.0,365.0
170,1,429.0,367.0
171,1,427.0,365.0
172,1,427.0,368.0
173,1,427.0,372.0
174,1,429.0,374.0
175,1,425.0,377.0
176,1,421.0,377.0
177,1,419.0,379.0
178,1,422.0,377.0
179,1,419.0,381.0
180,1,421.0,378.0
181,1,422.0,378.0
182,1,420.0,379.0
183,1,423.0,380.0
184,1,424.0,382.0
185,1,421.0,378.0
186,1,423.0,379.0
187,1,422.0,381.0
188,1,423.0,378.0
189,1,422.0,380.0
190,1,421.0,381.0
191,1,425.0,379.0
192,1,425.0,378.0
193,1,427.0,381.0
194,1,426.0,377.0
195,1,426.0,377.0
