Frame,Visibility,X,Y
0,1,721.0,108.0
1,1,723.0,124.0
2,1,720.0,144.0
3,1,722.0,162.0
4,1,724.0,184.0
5,1,724.0,205.0
6,1,696.0,201.0
7,1,669.0,189.0
8,1,649.0,188.0
9,1,634.0,184.0
10,1,620.0,185.0
11,1,608.0,184.0
12,1,595.0,186.0
13,1,586.0,191.0
14,1,579.0,193.0
15,1,568.0,196.0
16,1,559.0,208.0
17,1,551.0,213.0
18,1,544.0,220.0
19,1,537.0,233.0
20,1,529.0,242.0
21,1,522.0,256.0
22,1,514.0,266.0
23,1,509.0,283.0
24,1,503.0,295.0
25,1,496.0,315.0
26,1,494.0,332.0
27,1,528.0,262.0
28,1,557.0,197.0
29,1,580.0,159.0
30,1,598.0,125.0
31,1,612.0,99.0
32,1,618.0,80.0
33,1,631.0,64.0
34,1,640.0,56.0
35,1,648.0,45.0
36,1,654.0,37.0
37,1,663.0,31.0
38,1,670.0,30.0
39,1,676.0,23.0
40,1,685.0,25.0
41,1,687.0,27.0
42,1,690.0,30.0
43,1,696.0,33.0
44,1,698.0,37.0
45,1,704.0,43.0
46,1,710.0,52.0
47,1,714.0,56.0
48,1,719.0,65.0
49,1,723.0,74.0
50,1,724.0,87.0
51,1,729.0,97.0
52,1,732.0,107.0
53,1,735.0,121.0
54,1,739.0,133.0
55,1,743.0,148.0
56,1,744.0,164.0
57,1,748.0,176.0
58,1,749.0,190.0
59,1,753.0,207.0
60,1,765.0,204.0
61,1,776.0,189.0
62,1,787.0,177.0
63,1,794.0,171.0
64,1,803.0,164.0
65,1,809.0,163.0
66,1,819.0,157.0
67,1,822.0,160.0
68,1,828.0,163.0
69,1,831.0,164.0
70,1,837.0,167.0
71,1,841.0,171.0
72,1,844.0,179.0
73,1,846.0,189.0
74,1,850.0,197.0
75,1,858.0,207.0
76,1,857.0,223.0
77,1,859.0,233.0
78,1,859.0,248.0
79,1,862.0,262.0
80,1,865.0,280.0
81,1,867.0,298.0
82,1,869.0,314.0
83,1,869.0,330.0
84,1,872.0,358.0
85,1,873.0,376.0
86,1,872.0,399.0
87,1,875.0,420.0
88,1,873.0,440.0
89,1,863.0,414.0
90,1,850.0,387.0
91,1,839.0,360.0
92,1,834.0,345.0
93,1,827.0,335.0
94,1,822.0,325.0
95,1,818.0,317.0
96,1,813.0,312.0
97,1,807.0,306.0
98,1,806.0,305.0
99,1,802.0,307.0
100,1,801.0,309.0
101,1,798.0,310.0
102,1,796.0,314.0
103,1,794.0,317.0
104,1,794.0,323.0
105,1,790.0,332.0
106,1,789.0,339.0
107,1,787.0,349.0
108,1,789.0,356.0
109,1,788.0,368.0
110,1,785.0,383.0
111,1,788.0,393.0
112,1,780.0,403.0
113,0,0,0
114,0,0,0
