Frame,Visibility,X,Y
0,1,624.0,334.0
1,1,620.0,333.0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,1,618.0,346.0
10,0,0,0
11,1,618.0,362.0
12,1,616.0,371.0
13,1,616.0,378.0
14,1,617.0,389.0
15,1,617.0,400.0
16,1,609.0,336.0
17,1,603.0,257.0
18,1,597.0,172.0
19,1,595.0,117.0
20,1,588.0,62.0
21,1,585.0,15.0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,1,474.0,20.0
58,0,0,0
59,0,0,0
60,0,0,0
61,1,466.0,127.0
62,1,467.0,158.0
63,1,467.0,183.0
64,1,465.0,216.0
65,1,463.0,237.0
66,1,463.0,267.0
67,1,464.0,295.0
68,1,463.0,327.0
69,1,464.0,362.0
70,1,516.0,354.0
71,1,572.0,338.0
72,0,0,0
73,1,650.0,318.0
74,1,682.0,315.0
75,1,702.0,310.0
76,1,723.0,312.0
77,1,740.0,310.0
78,1,759.0,311.0
79,1,774.0,317.0
80,1,780.0,320.0
81,1,795.0,323.0
82,1,807.0,329.0
83,1,818.0,337.0
84,1,828.0,345.0
85,1,840.0,353.0
86,1,848.0,361.0
87,1,854.0,369.0
88,1,861.0,382.0
89,1,867.0,396.0
90,1,877.0,404.0
91,1,882.0,419.0
92,1,885.0,432.0
93,1,893.0,442.0
94,1,895.0,441.0
95,1,895.0,434.0
96,1,895.0,432.0
97,1,891.0,430.0
98,1,889.0,428.0
99,1,890.0,430.0
100,1,889.0,429.0
101,1,889.0,434.0
102,1,893.0,434.0
103,1,890.0,440.0
104,1,891.0,440.0
105,1,891.0,442.0
106,1,888.0,440.0
107,1,888.0,440.0
108,1,891.0,443.0
109,1,888.0,444.0
110,1,891.0,444.0
111,1,890.0,443.0
112,1,893.0,446.0
113,1,894.0,442.0
114,1,893.0,447.0
115,1,895.0,445.0
116,1,893.0,443.0
117,1,895.0,447.0
118,1,897.0,442.0
119,1,898.0,443.0
120,1,899.0,441.0
121,1,898.0,444.0
122,1,899.0,442.0
123,1,893.0,441.0
124,1,890.0,438.0
125,1,880.0,435.0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
