frame 0
pose 0
627.2599 432.06232 0.6733345
630.72144 426.86993 0.72582287
625.52905 426.86993 0.67552495
622.06744 430.33154 0.9292122
637.64465 432.06232 0.930736
615.1443 447.63953 0.9147181
644.5679 449.3703 0.9205351
603.0287 470.1399 0.9216952
654.95264 473.6015 0.85681915
603.0287 477.0631 0.7905158
660.145 487.44794 0.89892435
616.87506 494.3711 0.83305216
635.9139 496.10193 0.7973277
604.75946 532.44867 0.9030328
649.76025 530.7179 0.88653237
594.37463 570.5263 0.8568468
658.41425 568.7955 0.85512125
pose 1
632.45056 269.73145 0.8988472
635.5011 268.20618 0.8901845
630.9253 268.20618 0.90702575
640.0769 272.78198 0.9146197
629.39996 268.20618 0.81698793
638.55164 289.56006 0.8576323
621.7736 274.30725 0.9219689
640.0769 304.8128 0.8632982
609.5714 260.57977 0.86442715
633.9758 295.66113 0.78363776
608.04614 245.32704 0.8348998
621.7736 313.96442 0.7721362
609.5714 309.3886 0.8215862
620.24835 344.46997 0.8680341
606.5209 338.36884 0.8224006
620.24835 371.92493 0.8487413
615.67255 362.77325 0.76787037
pose 2
169.29778 375.44623 0.84092563
167.47217 373.6206 0.867044
164.73376 374.53345 0.892942
157.43132 380.01025 0.39982462
156.51852 380.01025 0.7711188
161.08253 396.44073 0.38015288
156.51852 400.09198 0.5211504
172.0362 421.08643 0.524935
169.29778 426.5633 0.3639196
185.72826 431.12732 0.6944334
184.81544 438.42975 0.49174136
166.55936 441.16815 0.260232
161.08253 442.99377 0.3623666
198.5075 439.34253 0.22447345
198.5075 448.47058 0.2378828
215.39438 446.1886 0.08488015
211.28677 455.773 0.06678297
pose 3
188.11572 240.24861 0.77208054
189.97311 237.46251 0.77662545
186.25833 237.46251 0.78445226
192.75922 238.39119 0.73137
183.47223 239.3199 0.7386709
199.26013 251.39299 0.81863344
177.90002 252.3217 0.8009806
204.83232 266.25223 0.69403535
175.11392 269.967 0.61910695
202.04623 275.5392 0.57779986
188.11572 275.5392 0.48678523
198.33142 285.7549 0.6517219
183.47223 285.7549 0.6190552
196.47403 308.97244 0.42110285
184.40092 309.90112 0.481564
196.00967 332.65427 0.23936555
183.00787 332.65427 0.28130415
pose 4
631.85565 268.62106 0.8592998
636.68536 266.2062 0.9082899
631.85565 264.99878 0.8383565
641.515 271.0359 0.8106748
629.4408 268.62106 0.5587944
639.10016 289.14725 0.7069752
622.1963 274.65817 0.79101396
640.3076 306.05118 0.71824664
610.122 260.1691 0.83208895
636.68536 297.5992 0.37123224
608.9146 244.4726 0.76411265
620.98883 315.71057 0.6928645
608.9146 310.88086 0.6682609
619.78143 344.68872 0.741593
607.70715 341.06647 0.63750446
624.0074 360.98895 0.2379824
614.348 360.98895 0.34303668
pose 5
231.11414 234.70383 0.7582677
232.77402 232.49069 0.75406045
230.00757 232.49069 0.7471607
235.54047 233.59726 0.6573653
226.68784 233.04398 0.6885845
238.30688 244.66302 0.5220661
221.70825 245.21631 0.4885615
241.07333 256.83536 0.38356382
216.72865 258.4952 0.43968233
238.30688 263.47482 0.33647963
229.45428 260.1551 0.2967521
235.54047 273.98727 0.45162502
223.9214 273.98727 0.5009607
233.05066 288.6494 0.1767371
225.30463 288.6494 0.15465933
235.26382 288.6494 0.049304903
227.51778 288.6494 0.036887016
pose 6
548.1974 133.26192 0.68066794
549.1785 131.29968 0.6838855
546.72577 131.29968 0.7368746
551.6313 132.28079 0.46341696
544.27295 133.26192 0.5827113
557.0274 144.05412 0.5922869
540.3485 145.03523 0.3803836
559.97076 158.77078 0.34776807
538.3863 157.29912 0.22587517
558.4991 165.14801 0.072916545
532.0091 171.52522 0.05080312
556.53687 177.90244 0.1097045
543.2919 176.92133 0.09761284
542.3107 147.97858 0.30579463
533.9713 161.71411 0.3588516
540.3485 145.52579 0.09137484
539.12213 179.61938 0.10301164
pose 7
787.91736 156.28616 0.7001617
789.5178 154.28557 0.7045134
786.3169 154.28557 0.69346476
791.9186 154.28557 0.6093606
784.3163 154.28557 0.605266
796.3199 164.28857 0.5333328
781.1153 164.28857 0.52464134
797.9204 175.09183 0.26027805
778.31445 173.49135 0.3407623
798.72064 180.2934 0.12072547
784.71643 174.2916 0.11386969
793.9192 183.49437 0.44148156
784.3163 183.89449 0.41612908
794.11926 190.09636 0.059122305
779.11475 189.49617 0.07912313
787.5173 181.09364 0.07272666
788.7176 179.89328 0.047826573
pose 8
344.3563 146.19904 0.2874296
346.86154 146.19904 0.1814594
342.85312 146.19904 0.27046168
349.36682 149.20535 0.0977024
337.8426 146.19904 0.12644584
354.37738 162.73383 0.22479922
323.312 161.73172 0.18205023
355.88052 177.76547 0.13426203
323.81305 182.776 0.14847548
349.8679 179.26862 0.023888225
319.05304 193.54868 0.048796132
349.1163 196.555 0.10452252
333.08255 196.555 0.08489364
349.8679 164.237 0.048478805
321.05725 196.555 0.037030123
351.8721 194.8013 0.044859223
333.08255 196.555 0.04618485
pose 9
926.5722 178.70212 0.2277651
929.5162 178.70212 0.2081559
925.3105 177.01984 0.26786208
926.5722 177.4404 0.40319213
921.1048 177.01984 0.411687
934.14246 180.80496 0.21308471
914.7962 184.16953 0.27986023
935.82477 182.48724 0.3649473
910.17 187.53409 0.110766545
927.8339 188.7958 0.4297901
920.6842 186.27238 0.25376675
931.619 198.46892 0.09178651
916.0579 201.83348 0.109412655
935.82477 181.6461 0.22777803
918.16077 183.74896 0.14186461
926.1516 189.63695 0.27530074
924.8899 189.63695 0.15044399
pose 10
816.56647 240.43407 0.8694221
818.57697 238.42357 0.8566447
814.55597 238.42357 0.85794646
821.5927 239.93144 0.80008733
811.0376 239.93144 0.8456323
826.11633 252.49706 0.66135836
805.0061 252.99968 0.6575805
829.1321 266.57056 0.5349585
802.493 266.06793 0.5946343
825.6137 275.61783 0.62995553
808.02185 275.11517 0.65222436
822.59796 274.61255 0.67318946
