frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,504.57532,427.89053,508.02148,426.1675,504.57532,424.44443,516.6368,429.61362,504.57532,424.44443,521.80597,448.5673,499.4062,438.2289,539.03656,457.1826,490.7909,434.7828,547.65186,477.85928,473.56024,433.05972,530.42126,491.64377,514.9137,491.64377,535.59045,529.5511,514.9137,529.5511,544.20575,570.90454,520.0829,565.73535
1,493.3389,427.13818,498.5483,425.40167,495.07535,423.66522,507.23068,430.61115,493.3389,425.40167,512.44006,446.23938,488.1295,441.02997,533.2777,453.18524,462.08237,435.82056,541.9601,468.81354,436.0353,425.40167,524.5954,491.38763,507.23068,491.38763,531.54126,531.3265,502.02127,527.8536,547.16956,567.7924,500.28482,567.7924
2,485.15488,430.02582,490.61148,428.20697,486.97372,426.38812,497.88687,431.84467,483.33603,430.02582,506.9811,448.2143,479.69833,444.5766,528.80725,451.852,452.41562,437.3012,537.9015,466.40277,428.77054,428.20697,517.89417,488.229,501.52457,490.04785,528.80725,530.0625,488.79263,528.24365,550.6334,566.4395,483.33603,568.25836
3,478.37927,432.62585,482.0127,430.80914,478.37927,430.80914,491.09637,436.25928,474.7458,432.62585,500.18,452.60986,471.11237,448.97638,521.9807,456.2433,445.67816,443.52618,534.6978,468.9604,418.42725,439.89276,511.08038,492.57782,492.9131,492.57782,529.2476,534.3626,476.56256,532.54584,551.04834,565.24695,467.47888,570.69714
4,470.46088,438.52625,474.16962,436.67194,470.46088,434.81757,481.58698,440.3806,466.7522,434.81757,494.56744,457.06976,466.7522,453.36108,514.96533,464.48718,442.64563,457.06976,533.50885,479.32196,416.68472,453.36108,503.83917,499.71985,483.44135,499.71985,527.94574,536.8069,466.7522,534.9525,552.0523,566.47644,451.91736,575.7482
5,462.0259,446.16275,466.08798,442.10068,462.0259,442.10068,474.2122,446.16275,462.0259,444.13168,486.39853,464.44223,459.99484,460.3801,510.77115,474.5975,433.59116,468.50436,527.0196,488.81485,409.21854,474.5975,496.5538,505.06326,476.24326,505.06326,520.9264,539.5912,455.9327,541.6222,549.36115,568.0259,437.6533,580.21216
6,451.3883,454.59634,455.27795,450.7067,451.3883,452.65152,465.00208,456.54117,451.3883,450.7067,480.56067,472.09976,451.3883,470.15494,501.95374,483.7687,433.88495,481.82388,519.4571,501.27213,416.3815,493.49283,488.33997,514.88586,466.9469,512.94104,513.6226,544.0582,447.49866,549.8927,544.7398,571.28577,428.05048,588.7892
7,445.85522,458.96915,449.8405,456.97647,445.85522,456.97647,457.81104,460.96176,445.85522,456.97647,471.75946,480.8881,447.84784,478.89548,495.67108,492.8439,429.91412,496.8292,511.61212,514.7628,407.99518,512.77026,479.72998,522.7334,457.81104,520.7407,505.63422,552.6229,441.86993,554.6155,537.51636,578.5271,423.93628,594.46814
8,440.16788,469.07477,443.57803,465.6646,440.16788,463.95953,452.10342,467.3697,438.4628,465.6646,465.744,487.83057,441.87296,486.1255,487.91,501.4712,429.9374,508.29144,501.55057,523.63715,414.59174,530.45746,474.26938,528.7524,453.8085,527.0473,493.02518,564.55896,438.4628,556.03357,523.71655,583.31476,423.11713,593.5452
9,434.46442,469.01276,437.54022,465.93695,434.46442,465.93695,445.2298,469.01276,436.00232,467.47485,462.1469,490.54364,440.61603,490.54364,483.67773,504.3849,432.92645,513.61237,491.3673,527.4536,420.62317,538.21906,471.3744,530.5295,451.38147,527.4536,480.60193,568.9774,436.00232,555.13617,512.8982,585.89453,423.69897,593.5841
