frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,523.50085,431.94775,521.6395,430.08643,523.50085,430.08643,508.61035,431.94775,525.3622,431.94775,503.02637,446.83826,529.0848,448.6996,488.13586,461.72876,555.1432,458.00616,503.02637,450.5609,557.0045,444.977,504.8877,495.23242,521.6395,497.09375,510.47162,539.904,523.50085,538.04266,508.61035,577.13025,516.0556,578.9916
1,522.05035,429.69012,518.32477,425.96454,518.32477,427.82733,509.01093,429.69012,523.91315,429.69012,503.42255,446.45508,527.6387,448.31787,488.52032,463.2201,553.7175,457.63177,501.5598,452.04346,555.5803,444.59235,505.28534,498.61285,522.05035,498.61285,509.01093,541.4568,525.7759,539.594,507.14813,578.7123,516.46204,578.7123
2,521.96436,431.2936,518.24243,427.57175,518.24243,427.57175,508.9379,431.2936,523.8252,431.2936,501.49417,446.18094,527.5471,448.0419,488.46774,462.92923,553.6,459.20743,501.49417,451.7637,555.46094,444.32004,505.21603,502.00858,521.96436,502.00858,510.7988,541.0879,525.68616,539.227,507.07693,578.3063,516.3816,580.1672
3,521.9648,431.26086,518.24243,427.53857,520.10364,429.39972,508.93665,431.26086,523.8259,431.26086,501.49194,446.1502,527.5483,448.0114,488.46375,462.90076,553.6046,459.1784,501.49194,451.7337,555.4658,444.28906,505.2143,501.98523,521.9648,501.98523,510.7978,541.06976,525.68713,539.2086,507.07544,578.29315,516.3813,580.1543
4,522.08655,431.35712,516.50024,427.63293,518.36237,427.63293,509.0518,431.35712,523.94867,431.35712,501.6033,446.25397,527.67285,448.1161,488.56857,463.01294,553.7424,459.28876,501.6033,449.9782,555.6045,444.39185,505.32755,500.25513,522.08655,502.11725,510.91385,541.2215,525.8108,539.3594,507.18967,578.4636,516.50024,580.3258
5,522.1363,431.2558,516.55566,427.53534,520.27606,429.39557,509.1148,431.2558,523.9965,431.2558,501.6739,446.1375,527.7169,447.99774,488.6524,462.87946,553.75995,459.159,501.6739,449.8579,555.6202,444.27728,505.39435,500.08374,522.1363,501.94397,510.97498,541.0085,525.8567,539.14825,507.25458,578.2128,516.55566,580.073
6,522.20575,429.59094,516.62054,425.8675,518.4823,427.72925,509.17365,429.59094,524.06744,431.4527,501.72675,446.3465,527.79095,448.20825,488.69464,463.10205,553.8551,459.3786,501.72675,450.06995,555.7168,446.3465,505.4502,500.33655,522.20575,502.1983,511.0354,541.29456,525.9292,539.43286,507.31195,578.52905,516.62054,580.3908
7,522.1983,429.4517,518.47876,427.5919,518.47876,427.5919,509.1799,431.31143,524.0581,431.31143,501.7408,446.18967,527.77765,448.0494,488.72238,462.92758,553.81445,459.20804,501.7408,451.76895,555.6742,446.18967,505.4603,500.12302,522.1983,501.98282,511.03964,541.0381,525.91785,539.1782,507.3201,578.2335,516.619,580.09326
8,522.394,431.1974,516.8113,427.4756,520.5331,429.3365,509.36768,431.1974,524.2549,431.1974,501.92407,446.0846,527.9767,447.9455,488.89777,462.8327,554.0293,459.1109,501.92407,451.6673,555.8902,446.0846,505.64587,500.05072,520.5331,501.91162,511.22858,540.99054,526.1158,539.12964,507.50677,578.20856,516.8113,580.06946
9,516.99133,429.43597,516.99133,427.57678,516.99133,427.57678,509.5547,431.29517,524.428,431.29517,502.11798,446.16846,528.1463,449.88678,489.10388,462.90094,554.1746,461.0418,502.11798,451.74597,556.0338,446.16846,505.83636,500.08423,522.56885,501.94342,511.41382,539.1267,528.1463,539.1267,507.6955,578.1692,516.99133,580.0284
10,522.5883,431.58234,517.0065,427.86108,518.86707,429.72168,509.56403,431.58234,524.4489,431.58234,502.12158,446.46722,528.17017,450.18848,489.0973,463.21277,554.21875,461.3521,500.261,453.90967,556.07935,446.46722,505.84277,500.425,522.5883,502.28564,511.42462,539.4979,528.17017,539.4979,507.70343,578.5708,517.0065,580.4314
11,516.9219,431.70197,516.9219,427.97968,518.783,429.84082,509.47723,431.70197,524.36646,431.70197,502.0326,446.59125,528.0888,450.31354,489.00452,463.3416,552.2838,461.48047,502.0326,454.03583,557.8673,446.59125,505.75488,500.56476,520.64417,502.42596,511.33838,539.6491,528.0888,539.6491,507.6161,576.87225,516.9219,580.59454
12,516.9495,432.1655,516.9495,428.45865,518.8029,430.3121,509.53595,432.1655,524.3631,432.1655,502.12238,446.99265,526.2165,450.69943,489.14856,465.52664,552.16406,461.81985,500.26892,454.40622,557.7243,446.99265,505.82916,500.74118,522.5097,502.59457,511.38934,539.6626,529.9233,541.516,507.68256,578.58386,516.9495,580.43726
13,522.4404,432.32385,516.86395,428.6062,520.5816,430.46503,509.4286,432.32385,524.29926,432.32385,501.9933,449.05334,528.0169,450.91217,490.84033,465.78278,550.3228,465.78278,501.9933,454.62982,557.7582,450.91217,505.71094,502.95935,520.5816,502.95935,511.28748,540.1359,529.87573,541.99475,507.56976,579.1713,516.86395,581.03015
14,517.2012,432.6112,517.2012,428.92126,517.2012,430.76624,509.8214,432.6112,524.581,434.45612,502.4416,451.06067,526.4259,452.90558,489.52698,469.51013,548.5653,467.66516,498.7517,456.59552,555.9451,454.75055,506.13153,502.71918,520.8911,502.71918,511.66638,541.46313,531.96075,543.30804,507.97644,578.36206,517.2012,582.05194
15,518.0656,434.72897,518.0656,431.08023,518.0656,431.08023,508.94385,436.5533,523.5387,436.5533,501.64642,451.14816,525.36304,454.79684,490.70032,471.21603,547.2553,473.04037,501.64642,458.4456,556.3771,458.4456,507.1195,505.8788,521.7143,505.8788,514.41693,542.3659,534.4848,546.01465,508.94385,578.853,518.0656,582.5017
16,521.4394,440.3611,517.8582,434.9894,519.6488,436.77994,508.90533,440.3611,523.2299,440.3611,501.74298,454.68576,525.0205,460.05746,490.9995,474.3821,546.50745,477.9633,501.74298,461.84805,557.2509,461.84805,505.32416,508.4031,519.6488,508.4031,514.27704,540.6336,535.764,547.7959,508.90533,576.4452,517.8582,587.18866
17,519.14233,443.13025,519.14233,439.6361,519.14233,441.38318,508.65994,444.87732,522.63635,444.87732,501.67172,460.60077,524.3834,465.84192,492.9365,481.56543,543.6011,483.31244,503.4188,472.83014,555.83044,467.589,505.16586,511.26532,519.14233,513.0123,517.39526,540.9652,538.35986,551.4475,510.407,575.90625,519.14233,588.1356
18,518.6432,447.42737,518.6432,443.98114,518.6432,443.98114,508.30447,447.42737,522.0894,449.1505,501.41202,464.65857,523.8125,469.82794,494.51956,485.336,542.76685,488.78223,504.85825,478.44354,554.8287,474.9973,506.58133,516.3521,518.6432,518.07526,516.92004,542.1989,541.0437,554.26074,510.02762,578.3844,520.3663,588.72314
19,519.53186,448.80844,517.8301,445.40482,519.53186,447.10666,507.6192,450.51028,522.93555,450.51028,502.51373,465.82663,522.93555,470.93204,495.70648,487.95023,539.9537,493.05563,514.42645,487.95023,556.9718,474.33566,504.21558,518.5828,519.53186,518.5828,516.12823,542.40826,541.6555,554.321,509.32098,578.14636,521.2337,590.0591
20,520.3077,449.22446,515.2014,447.52237,520.3077,447.52237,508.39307,450.92654,522.00977,450.92654,501.58466,466.2454,522.00977,469.64957,494.7763,488.3726,540.7328,491.77682,515.2014,488.3726,556.05164,476.45798,504.98883,519.01025,518.6056,519.01025,513.4993,544.5416,540.7328,554.7543,511.79724,576.8815,520.3077,592.2003
21,520.147,449.25092,516.68054,445.7845,518.41376,447.5177,508.01453,450.98413,521.8802,450.98413,502.81494,466.583,521.8802,470.04938,495.88208,489.1147,540.9455,489.1147,508.01453,482.1819,556.5444,475.24902,504.5481,516.846,518.41376,520.31244,511.48096,546.31055,537.47906,554.97656,513.2142,577.5083,516.68054,594.84033
22,518.7323,448.90906,515.24896,445.42578,518.7323,447.16742,506.5408,450.6507,520.47394,450.6507,501.3159,466.3255,520.47394,468.06714,494.34927,487.22522,537.8904,485.48358,504.79916,480.25867,555.3068,471.5504,503.05753,516.8331,518.7323,518.5748,510.02408,548.18274,536.14874,555.14935,511.76572,577.7907,516.99066,595.20715
23,519.71844,445.79425,514.4897,442.3084,519.71844,444.05133,505.77496,447.53717,519.71844,447.53717,500.5462,463.22357,519.71844,464.96655,493.57446,482.39587,533.6619,482.39587,505.77496,478.90997,552.8342,468.4524,500.5462,512.02576,516.2326,513.7687,511.00378,546.88446,530.1761,552.1132,511.00378,583.486,517.9755,593.94366
24,518.3467,443.54874,516.5819,441.78397,518.3467,441.78397,504.22858,445.3135,518.3467,445.3135,498.93433,461.19632,518.3467,461.19632,493.64,478.84396,528.93524,480.60867,509.5229,484.1382,550.11237,468.2554,500.6991,510.6096,516.5819,512.3744,511.28766,547.66956,525.4057,549.4343,509.5229,584.7295,520.11145,593.55334
25,517.30585,441.55963,515.4912,437.9303,517.30585,439.74493,502.78857,443.37427,515.4912,443.37427,499.1593,459.70618,517.30585,459.70618,510.04724,479.66742,522.7498,481.48206,519.1205,456.07684,548.155,468.77948,499.1593,510.51654,513.6765,512.33124,510.04724,550.439,519.1205,555.883,506.4179,586.7321,520.9352,593.9907
26,516.0355,440.86838,514.2224,439.0552,516.0355,439.0552,499.71707,442.68155,514.2224,442.68155,497.9039,459.00003,516.0355,459.00003,508.78293,477.13168,517.84875,482.57114,521.4751,460.8132,543.23303,471.69217,496.0908,509.76865,510.5961,511.58176,510.5961,549.6582,517.84875,553.28455,503.3434,587.7347,519.66187,594.9873
27,515.6307,443.68555,513.77606,439.97644,513.77606,439.97644,498.93954,443.68555,511.92154,443.68555,495.23044,460.37665,513.77606,460.37665,504.50327,482.63147,515.6307,486.34058,521.19434,462.2312,539.74,477.06775,493.3759,512.3045,508.21243,512.3045,510.067,551.2504,517.4852,553.105,502.6487,590.19635,513.77606,597.6146
28,513.86707,446.71066,511.99283,444.83646,511.99283,444.83646,496.99924,448.58487,510.11862,448.58487,495.12503,465.45267,510.11862,467.32687,510.11862,478.5721,511.99283,493.5657,519.4896,469.20108,536.3574,484.19473,491.37662,517.93036,504.49606,519.80457,510.11862,555.4144,517.6155,559.16284,498.87344,594.77264,508.24442,602.2695
29,511.82208,450.7784,509.971,448.92734,509.971,448.92734,495.16248,454.48056,508.11993,452.6295,493.3114,471.14017,508.11993,474.84232,506.26886,489.65085,508.11993,500.7573,517.3753,478.54446,532.18384,493.353,491.46033,526.67224,504.4178,526.67224,508.11993,561.8425,517.3753,565.5447,497.01355,600.71497,502.56677,604.4171
30,508.88727,455.08478,507.0822,455.08478,508.88727,455.08478,494.44635,462.30524,505.27704,460.50012,494.44635,478.55127,505.27704,482.1615,505.27704,494.7973,503.47192,507.4331,516.1078,483.9666,528.7436,500.21265,490.83612,530.89966,501.6668,532.7048,507.0822,568.80707,517.9129,570.6122,494.44635,604.90936,498.05658,608.5196
31,507.81052,463.22458,506.00186,459.60727,506.00186,461.41592,491.5328,465.03317,502.3846,465.03317,489.7242,483.11954,502.3846,488.54538,500.57596,503.0145,500.57596,513.8662,511.42776,492.1627,525.8968,506.63174,489.7242,535.5698,498.76736,535.5698,507.81052,571.7425,515.045,573.5511,493.34146,607.9151,493.34146,613.341
32,505.05353,464.60748,503.26416,461.0288,503.26416,462.81818,490.73883,466.3968,499.6855,468.18616,488.94946,484.29016,499.6855,489.6582,497.89618,505.7622,496.1068,514.7089,508.63214,495.02618,522.94684,511.13025,487.16016,536.1809,496.1068,536.1809,505.05353,573.757,512.2109,575.5463,496.1068,609.5437,488.94946,614.91174
33,503.6408,466.80493,501.75348,463.03027,501.75348,463.03027,486.6549,468.69226,497.97882,468.69226,486.6549,485.67816,497.97882,489.45276,490.42957,506.43866,494.20422,515.87524,507.41547,500.77667,520.6267,512.10065,484.76764,534.7485,492.3169,534.7485,497.97882,574.3822,505.52814,578.1568,494.20422,610.2413,484.76764,617.7906
