frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,619.8302,321.32263,622.1633,318.9895,617.4971,318.9895,626.8296,320.15607,615.16394,320.15607,637.3287,331.82172,611.66425,331.82172,650.16095,342.32086,610.4977,348.1537,645.4947,352.81995,606.998,364.4856,637.3287,362.15247,622.1633,360.9859,639.6618,388.98346,610.4977,379.65094,643.16156,415.8145,612.8308,406.482
1,617.427,321.8864,619.7534,318.3968,616.2638,319.56,625.5695,319.56,612.7741,319.56,636.0385,331.19217,610.4477,332.3554,647.67065,341.66113,609.2845,348.64044,645.34424,353.29333,605.7948,364.92554,637.2017,361.43585,620.9167,361.43585,638.3649,389.35312,609.2845,380.04736,643.0178,416.10715,610.4477,405.63818
2,616.2256,321.211,618.5642,318.87234,613.8869,318.87234,624.4109,320.0417,611.5482,320.0417,633.76556,331.73502,609.2096,332.90433,645.4589,341.08966,606.8709,348.10568,645.4589,353.95233,604.5322,363.307,636.10425,360.96832,619.7336,359.799,637.27356,387.863,608.0402,378.50833,643.12024,415.92697,609.2096,404.23367
3,613.7662,321.45563,617.2055,318.01633,612.61975,319.16275,621.7912,319.16275,609.1805,320.3092,632.1091,330.62708,606.8876,334.06638,644.7198,340.94495,605.74115,348.96994,644.7198,352.40924,603.4483,365.02,635.54834,361.5807,619.49835,361.5807,636.6948,387.9486,608.03406,379.92358,643.57336,415.46292,609.1805,405.14505
4,611.9282,321.18884,615.4528,317.66425,609.57855,318.8391,620.1523,318.8391,607.2288,320.01398,630.726,330.5877,604.8791,332.9374,642.47455,339.98657,602.52936,349.38544,643.6494,352.91003,600.1796,364.65863,633.0757,362.3089,615.4528,362.3089,636.6003,388.1558,607.2288,383.45636,643.6494,415.17755,608.4037,406.95355
5,609.48883,320.23157,613.00806,317.88538,608.31573,317.88538,618.87354,319.05847,604.79645,319.05847,629.4314,329.6163,602.45026,333.1356,641.16235,340.17416,600.10406,350.732,643.5085,353.0782,597.7579,364.8091,630.6045,360.11673,613.00806,361.28983,636.47,387.0979,607.14264,384.7517,643.5085,415.25214,609.48883,408.21356
6,608.5002,318.78302,610.7961,316.48712,606.20435,316.48712,616.53577,317.63507,602.7605,317.63507,626.8672,327.9665,600.46466,332.55823,639.49445,338.2979,597.0208,348.62933,644.0862,348.62933,594.725,364.70044,630.311,360.1087,611.944,360.1087,636.05066,386.51123,607.35223,385.36328,642.93823,412.91376,609.64813,408.32202
7,607.3893,316.00024,609.7291,313.6604,605.04944,313.6604,615.57874,314.83032,601.5397,314.83032,624.9381,324.18976,599.1998,330.03937,636.6374,331.2093,594.52014,346.41827,644.82684,340.56866,593.3502,360.45734,627.27795,359.2874,610.89905,361.62726,636.6374,385.02576,607.3893,385.02576,642.487,410.7641,608.5592,408.42426
8,607.3772,312.58795,609.7383,310.22687,605.0162,310.22687,615.64087,311.4074,601.47455,312.58795,623.9046,320.85162,599.1135,325.57373,636.8904,326.75427,594.3914,342.10107,645.15405,336.1985,592.0304,356.2674,626.2656,356.2674,610.91876,359.80896,635.70984,382.23895,607.3772,384.60004,642.79297,407.03003,608.55774,408.21057
9,606.7135,309.90067,609.1217,306.28848,604.3054,307.49252,615.14197,308.6966,601.89734,308.6966,624.77454,318.32913,598.28503,323.1454,636.8152,321.9413,593.4689,338.79825,645.24365,331.57385,592.2648,354.45108,625.97864,354.45108,611.5298,356.85922,635.6111,379.73645,607.9176,383.34866,642.83545,405.02185,607.9176,406.2259
10,606.46436,307.49496,608.9737,304.9857,603.9551,304.9857,615.2469,306.24033,601.4458,307.49496,624.0294,316.2775,598.93646,320.04144,637.83057,318.7868,593.9179,336.35187,645.35846,330.0786,591.4086,352.6623,625.28406,352.6623,610.22833,353.91693,636.5759,379.0099,606.46436,381.51917,644.1038,401.59354,606.46436,405.35748
11,606.6773,306.66052,609.0999,304.2379,604.2547,304.2379,615.15643,305.44922,601.8321,305.44922,624.84686,313.92834,599.4095,318.77356,638.1712,316.35095,594.5643,334.5205,644.2277,328.464,592.14166,350.26746,624.84686,351.47876,609.0999,351.47876,635.7486,376.91614,604.2547,374.49353,644.2277,399.9309,604.2547,402.35352
12,605.9255,307.1245,609.6445,304.64514,604.6858,304.64514,614.6032,305.88483,602.2064,305.88483,624.5206,314.5626,598.48737,319.5213,638.1571,315.80225,593.5287,335.63712,643.11584,329.43872,591.0493,350.51328,625.7603,350.51328,609.6445,350.51328,635.67773,375.30685,602.2064,375.30685,645.59515,400.10043,602.2064,400.10043
13,605.0105,308.94897,608.65875,305.30072,603.79443,305.30072,614.7392,307.7329,601.36224,307.7329,623.2518,316.24548,598.93005,321.10986,639.0609,318.67767,594.06573,335.70288,641.49304,332.05463,590.4175,350.2959,625.68396,350.2959,609.8749,351.51196,637.8448,378.26587,598.93005,374.6176,647.5735,398.93927,598.93005,400.1554
14,605.0026,311.86703,608.5556,308.31403,603.8183,309.49835,614.4773,309.49835,600.2653,310.6827,622.7676,318.97302,597.8966,324.89468,636.9796,321.34167,594.3436,337.92233,639.34827,335.55365,590.79065,350.94998,625.1363,353.31863,607.3713,354.503,638.16394,379.37393,596.7123,375.82095,651.1916,403.06058,594.3436,400.69193
15,605.535,316.23346,607.92865,312.64288,603.1413,312.64288,613.9129,313.83972,600.7476,313.83972,623.4876,323.4145,598.35394,328.20184,636.65283,327.005,592.36975,342.5639,636.65283,342.5639,588.77924,356.92596,625.8813,355.72913,607.92865,356.92596,637.8497,379.66595,595.96027,376.07544,653.4086,403.60272,587.5824,401.20905
16,605.42786,321.22263,608.0156,318.63483,604.1339,318.63483,613.1913,319.92874,600.2522,319.92874,623.54236,328.98602,598.9584,334.16162,636.48145,334.16162,591.19495,349.6884,635.1875,349.6884,589.9011,363.92126,627.4241,360.03955,609.3096,362.62735,640.36304,384.62363,593.7827,380.7419,657.1837,405.326,580.84375,405.326
17,608.1657,326.25174,610.74585,323.6716,605.5855,323.6716,614.6161,324.96167,603.0054,324.96167,623.64667,336.5724,599.13513,339.15256,635.2574,343.0228,590.10455,354.6335,635.2574,357.21368,592.6847,371.40457,626.2268,367.53433,609.45575,367.53433,639.1276,388.17563,593.9748,385.59546,659.7689,406.23676,579.78394,407.52682
