frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,622.91,324.13538,625.2144,320.67874,620.6056,320.67874,629.82324,321.83096,617.1489,322.9832,640.1932,332.20087,613.6923,335.6575,651.7153,340.26633,611.3879,352.94064,654.01965,356.39728,609.08344,367.9194,641.34534,361.00613,625.2144,362.15836,645.9542,387.507,617.1489,386.35477,654.01965,415.16003,618.30115,410.5512
1,620.9768,322.90546,623.29956,319.42126,618.65393,320.58267,627.94507,320.58267,615.1698,321.74405,637.2363,331.03522,611.68567,334.51938,650.0116,336.84216,607.04004,353.10168,653.49585,350.7789,605.87866,368.19983,639.5591,361.23145,623.29956,362.39285,645.3661,387.9435,616.3312,386.78214,653.49585,415.817,618.65393,411.1714
2,619.0981,320.06003,621.4313,317.72687,616.7649,317.72687,627.2642,318.89346,614.4317,318.89346,635.43036,328.22617,610.93195,332.89252,649.42944,334.0591,605.099,350.3914,656.42896,346.8916,603.93243,365.55704,638.9301,360.8907,622.59784,362.05728,644.76306,386.55566,616.7649,386.55566,652.9292,414.55383,619.0981,411.05408
3,618.10236,317.2834,620.39813,314.98758,615.8065,314.98758,626.13763,316.1355,613.5107,316.1355,635.3209,325.31873,608.91907,329.91037,649.09576,329.91037,603.17957,347.12894,655.9832,342.53732,600.8837,363.19962,637.6167,359.7559,621.546,360.90378,645.65204,385.0098,616.9544,387.3056,652.5395,412.5595,619.25024,410.2637
4,618.0382,313.8347,620.37604,311.49683,616.86926,311.49683,626.22064,312.66574,614.53143,312.66574,633.23425,322.01715,608.68677,326.69287,648.4303,324.355,602.84216,341.88892,655.44385,336.04428,600.5043,357.08496,635.5721,358.25388,621.545,360.59174,644.9235,382.80136,616.86926,383.97028,651.9371,409.68668,619.2071,409.68668
5,617.3639,310.51562,619.7646,308.11493,616.1635,308.11493,625.7664,309.31528,613.7628,309.31528,634.1689,318.91815,608.96136,323.7196,648.57324,320.1185,602.9596,339.32428,655.7754,332.1221,600.55884,354.92896,636.56964,354.92896,620.96497,356.1293,643.7718,381.33685,617.3639,382.5372,652.1743,407.74475,618.5643,408.94513
6,617.0113,308.41083,619.5523,305.8698,614.4703,305.8698,625.9048,307.14032,611.92926,307.14032,633.5278,316.0338,609.38824,321.11584,648.7738,317.30432,604.3063,336.36188,656.3968,330.00934,600.49475,351.6079,636.0688,352.87836,620.8228,354.14886,643.69183,378.2884,618.2818,378.2884,652.5853,406.23944,617.0113,407.50995
7,616.9516,308.40338,619.4841,305.8709,614.4192,305.8709,624.54895,307.13715,611.8867,307.13715,633.41254,314.7345,609.35425,319.79938,648.60724,316.00073,604.28937,334.99408,656.2046,328.66296,600.4907,351.45502,635.945,352.72125,620.7503,355.25366,644.8086,379.31195,615.6854,379.31195,652.4059,404.6364,614.4192,405.90265
8,617.35077,308.6745,619.8631,306.1621,614.83844,306.1621,624.8878,307.41827,612.32605,307.41827,633.6811,316.21155,608.55756,319.98004,648.7552,317.4677,603.53284,335.0542,655.0361,331.28564,601.02045,351.38446,636.1934,352.64062,619.8631,353.89685,644.98663,379.02032,613.5822,379.02032,653.77985,402.8877,612.32605,404.14386
9,615.95276,310.1454,618.3774,307.7207,614.7404,307.7207,624.439,308.93304,611.1034,310.1454,632.92535,318.63168,607.46643,322.26868,649.89795,321.05634,603.8294,338.02896,654.74725,336.81662,600.19244,353.78925,636.5623,353.78925,620.80206,355.0016,646.261,379.24817,611.1034,378.03583,654.74725,403.49475,608.6788,404.7071
10,616.31,313.34174,618.6997,310.95203,613.9203,310.95203,624.67395,312.1469,610.33575,312.1469,633.0379,322.90057,606.7512,325.29028,649.7658,326.4851,603.1667,340.8233,654.5452,344.4079,599.5821,356.35638,635.4276,355.1615,621.0894,355.1615,646.1813,380.25342,609.1409,379.05853,656.93494,405.34528,603.1667,405.34528
11,615.3885,318.7144,617.72394,315.21124,613.05304,315.21124,623.56256,316.37897,609.5499,316.37897,631.7366,326.88843,607.2145,330.39157,648.0846,332.72702,602.5436,346.73965,651.58777,352.57822,596.705,363.0877,636.4074,357.2491,618.89166,359.58453,644.5815,381.7712,608.3822,381.7712,658.59406,406.29327,597.87274,405.12558
12,613.3534,323.42188,616.73254,321.16913,611.1007,321.16913,622.3645,323.42188,608.8479,322.29553,631.3755,333.55933,606.5952,335.81207,646.01843,341.44397,600.96326,352.7077,646.01843,358.3396,597.5841,367.35065,635.881,361.71875,621.23804,362.84515,644.89197,384.24628,606.5952,383.11993,660.66125,409.0266,593.0786,406.77386
13,610.7311,328.17728,614.12665,325.91354,609.5992,325.91354,619.78595,329.30914,607.33545,328.17728,628.8409,339.49594,606.2036,341.75967,643.5552,351.94647,599.4124,355.34207,643.5552,367.79257,594.88495,367.79257,635.6321,365.52884,620.91785,367.79257,643.5552,387.0343,605.0717,384.77057,660.53314,410.8035,591.4893,408.53976
14,607.63043,332.50723,609.85,329.17792,605.4109,329.17792,616.5086,332.50723,604.30115,332.50723,625.3868,343.60498,603.19135,345.82452,638.7041,355.81247,595.423,358.032,638.7041,373.56882,592.0936,371.34927,633.1552,369.12973,618.72815,369.12973,643.1432,390.21542,605.4109,385.7763,660.89954,411.3011,590.9838,410.1913
15,603.0812,332.45953,605.2949,330.2458,601.9743,330.2458,610.82935,333.5664,598.6537,332.45953,621.89813,344.6352,598.6537,345.74207,634.0738,355.70398,590.9055,357.91772,632.9669,373.41403,587.5849,372.30713,628.53937,368.9865,614.14996,370.09338,640.715,390.0172,600.86743,386.69656,660.63885,411.04788,590.9055,411.04788
16,596.9918,330.22058,600.4471,326.7653,595.8401,326.7653,606.2059,330.22058,593.53656,330.22058,615.4199,341.73813,593.53656,342.8899,628.08923,353.2557,586.626,357.86273,628.08923,369.3803,583.1707,371.68384,623.48224,368.22855,608.5094,369.3803,638.4551,390.11194,595.8401,385.5049,659.1867,409.69183,588.9295,411.99533
17,591.9175,328.39276,595.30725,325.00293,590.78754,326.13287,599.827,327.26282,589.6576,328.39276,609.9965,337.43228,588.52765,339.69217,624.6857,348.7317,585.1378,353.25146,621.2959,364.55087,580.61804,365.68082,616.7761,366.81073,603.21686,369.07062,634.8552,388.27963,591.9175,386.01974,654.0642,407.48862,588.52765,412.0084
18,588.1487,321.90378,590.3687,319.6837,585.9286,319.6837,595.91895,321.90378,584.81854,320.79373,604.79926,333.00415,582.59845,335.22424,620.3398,344.10455,582.59845,351.87482,614.7896,356.31497,581.4884,365.19528,612.5695,364.08524,598.13904,365.19528,627.0,385.176,589.2587,386.28604,645.87067,407.37677,588.1487,411.81693
19,583.134,319.7918,584.2671,317.5256,582.00085,317.5256,592.19867,317.5256,579.7347,317.5256,601.2634,327.72342,578.6016,328.8565,614.8605,339.05432,575.20233,337.92123,610.3281,348.11905,584.2671,351.5183,604.66266,356.05066,589.9325,357.18375,615.9936,379.84555,587.6663,378.71246,630.72375,403.64044,587.6663,410.43896
20,579.1399,311.59192,581.4502,309.28162,577.98474,308.12646,588.38116,311.59192,575.6744,311.59192,597.6225,324.29877,574.5192,324.29877,610.3293,337.00555,574.5192,328.91937,599.9328,347.40204,587.226,347.40204,602.24316,353.17786,588.38116,354.333,604.55347,375.12598,584.9157,376.28113,617.26025,401.6947,583.76056,407.47052
21,572.96655,307.33966,576.53357,303.77264,572.96655,303.77264,584.8566,308.5287,571.7775,304.96167,594.36865,321.60773,571.7775,321.60773,605.0697,334.68683,577.7226,334.68683,593.1796,344.19885,583.6676,345.38788,597.93567,348.9549,584.8566,350.14386,595.5577,375.11298,581.2896,373.924,601.5027,397.7041,580.1006,403.6491
22,569.8125,304.10855,573.27356,301.8012,569.8125,300.64752,580.19556,306.4159,568.6589,305.2622,588.27124,319.10626,568.6589,320.25995,598.6543,334.10397,574.4272,332.95032,584.81024,343.33334,579.0419,343.33334,591.73224,349.1017,580.19556,349.1017,585.9639,373.3288,575.5809,374.48245,589.4249,398.70953,575.5809,402.17056
23,565.94415,304.27466,569.3931,300.82568,565.94415,301.97534,576.29114,305.42432,564.7945,305.42432,584.33875,319.22028,567.0938,318.07062,592.3864,335.31555,570.5428,334.1659,579.7401,342.2135,577.4408,345.66248,587.7877,349.1115,576.29114,349.1115,578.59045,373.2544,568.24347,370.95508,583.1891,400.8463,570.5428,401.99597
24,563.24243,302.96844,566.6913,300.66922,563.24243,300.66922,572.4394,305.26767,562.09283,305.26767,579.33704,320.21265,564.3921,317.91342,587.38434,336.30725,567.8409,334.008,572.4394,340.9057,575.8882,340.9057,583.9355,351.2522,573.589,350.1026,573.589,376.5437,562.09283,369.64603,583.9355,401.8352,563.24243,400.68558
25,557.88904,305.6687,561.2373,303.43655,559.0051,303.43655,569.0498,305.6687,561.2373,305.6687,574.6301,319.06155,562.35333,319.06155,582.4426,336.9187,564.5855,334.68655,566.8176,340.2669,562.35333,339.15085,580.2105,350.31155,569.0498,349.1955,570.16583,377.09726,554.54083,367.05264,582.4426,401.65085,557.88904,397.18655
26,555.8321,304.2243,558.12134,301.93503,555.8321,303.07968,566.1337,305.36893,556.97675,304.2243,570.7122,319.10443,559.266,317.9598,574.1461,336.27383,561.55524,338.56308,558.12134,336.27383,553.54285,354.58786,576.43536,350.00934,564.9891,348.86472,568.423,377.48038,548.96436,368.32336,582.1585,401.51752,552.3982,393.50513
27,551.266,305.30234,553.59265,301.81238,552.4293,301.81238,561.73584,302.97568,552.4293,302.97568,566.38916,315.7722,554.756,316.9355,568.71576,332.05862,554.756,335.54858,552.4293,330.89532,547.77606,344.85513,572.20575,352.99835,561.73584,351.83502,567.5524,377.42804,546.61273,369.2848,582.6756,401.8577,547.77606,390.22452
28,547.93134,300.30554,550.30316,297.93372,547.93134,297.93372,557.41864,301.49146,547.93134,301.49146,560.9764,313.35052,550.30316,315.72235,564.5341,329.95325,549.11725,333.511,550.30316,327.58148,536.07227,339.44055,568.0918,348.92786,558.60455,348.92786,569.2777,376.20374,545.5595,370.27423,581.13684,401.10785,545.5595,388.06287
