frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,618.1906,307.0349,626.84564,317.13245,619.6331,315.68994,628.28815,315.68994,616.74817,307.0349,636.9432,328.67242,610.97815,325.7874,645.5982,340.21246,609.53564,347.425,641.2707,357.52252,606.65063,366.1775,632.61566,363.29248,618.1906,363.29248,635.5007,390.70007,610.97815,386.37256,641.2707,415.2226,610.97815,409.45258
1,615.11664,321.62384,618.6234,319.28598,613.9477,319.28598,623.2991,319.28598,611.60986,319.28598,632.65045,329.80627,608.1031,329.80627,646.6775,340.32657,606.9342,347.3401,642.00183,355.52255,605.76526,363.705,633.8194,362.53607,617.45447,361.36716,636.1572,389.42126,608.1031,380.0699,639.664,416.30643,610.4409,408.124
2,615.3418,321.09946,617.68506,318.7563,612.99866,318.7563,623.54297,319.92786,610.6555,318.7563,632.91565,331.64374,608.31226,331.64374,644.6316,342.18805,605.9691,349.21756,642.2883,357.41867,604.7975,365.6198,632.91565,362.10504,617.68506,362.10504,634.0873,389.05157,605.9691,380.85046,638.77356,415.9981,608.31226,406.6254
3,614.3979,321.5185,616.7097,319.2067,612.0861,319.2067,622.4892,320.36258,608.6184,320.36258,631.7364,331.92157,606.3066,331.92157,643.29535,342.32468,605.1507,349.26004,640.9836,358.50723,603.9948,365.44263,631.7364,361.97495,616.7097,361.97495,634.04816,389.71652,605.1507,380.46933,639.82764,416.30215,607.4625,405.89908
4,613.33655,321.28662,615.64606,318.9771,611.027,318.9771,620.26514,320.13184,607.56274,320.13184,629.50323,331.6795,605.2532,332.8343,642.2056,342.0724,602.94366,349.00098,641.0509,358.23907,602.94366,365.16766,630.658,361.70337,615.64606,361.70337,634.1223,390.5725,604.09845,380.17963,639.8961,415.9773,605.2532,405.5844
5,610.0146,321.2502,613.4917,317.77313,607.69653,318.93216,618.1278,320.0912,605.37854,320.0912,628.559,331.68143,603.0605,333.99948,640.14923,342.11267,600.74243,349.0668,640.14923,358.339,600.74243,365.29315,629.718,360.65704,613.4917,360.65704,633.19507,389.63266,603.0605,381.51947,638.99023,415.13116,605.37854,407.018
6,608.26764,321.01932,611.7517,318.69662,605.9449,318.69662,616.39716,319.85797,602.4608,321.01932,626.84937,331.47156,600.1381,333.79428,638.46295,343.08514,597.8154,350.05328,641.947,357.02145,596.65405,365.15094,629.17206,361.66687,611.7517,361.66687,632.6562,387.21677,604.78357,383.7327,639.6243,415.08936,605.9449,408.12122
7,606.95386,320.64148,609.2901,317.13715,604.6177,317.13715,615.1306,318.30527,601.11334,319.47336,624.4755,329.98633,598.77716,333.49066,637.32465,339.3312,595.2728,349.84415,640.829,353.34848,594.1047,365.02957,626.8117,360.35712,610.4582,361.52524,632.6522,386.05548,604.6177,384.8874,638.4928,415.25818,605.78577,408.24954
8,604.9766,317.99054,608.4985,315.6426,603.8026,315.6426,614.3683,316.8166,600.28076,317.99054,623.76,328.5562,596.75885,332.07812,636.67365,337.94794,593.23694,349.6876,642.54346,349.6876,592.063,364.94913,626.108,360.25327,608.4985,360.25327,633.15173,384.9065,603.8026,384.9065,639.02155,414.2556,606.1506,408.38577
9,604.30676,316.6918,606.6627,313.1579,601.95087,313.1579,612.5525,314.33588,599.5949,315.51382,620.7983,324.93753,596.06104,329.64938,634.93384,330.82736,591.3492,346.14087,644.35754,343.78497,591.3492,359.09848,624.33215,359.09848,609.0186,361.4544,633.75586,383.8357,604.30676,386.19165,639.6457,410.92886,605.48474,408.57294
10,604.6945,312.54523,607.13104,308.89044,602.258,310.1087,613.2223,311.32697,599.8215,311.32697,620.53186,321.07306,596.1667,325.9461,635.151,324.72784,592.5119,340.56522,644.8971,339.34695,590.0754,353.96606,625.4049,355.18433,610.7858,357.62085,633.93274,380.76776,605.9128,383.20428,640.02405,407.5695,604.6945,407.5695
11,603.3302,310.34088,607.0361,306.63495,602.09485,306.63495,613.21265,307.87027,599.62427,309.10556,620.62445,317.75272,595.91833,322.69394,635.4481,318.988,592.2124,338.7529,644.0953,335.047,588.50653,353.5766,624.3304,353.5766,609.5067,356.0472,634.2128,380.75333,605.8008,381.98862,641.6247,405.45944,604.5655,406.69476
12,603.8321,308.0063,606.33734,305.50104,601.32684,305.50104,612.60046,306.75366,598.8216,306.75366,620.1162,314.2694,596.31635,320.53253,636.4003,315.52203,592.5585,334.31137,643.916,331.80612,590.0532,350.5955,625.1267,348.09024,610.0952,350.5955,633.8951,375.64795,606.33734,378.1532,642.6634,403.2057,603.8321,405.71094
13,603.6204,306.52066,606.1645,303.9766,601.07635,303.9766,612.52466,305.24863,599.8044,306.52066,620.1568,312.8808,595.9883,319.24094,636.69324,314.15283,593.4442,333.23328,643.05334,330.6892,589.6281,349.76965,625.24493,348.49762,609.9806,349.76965,635.4212,376.4823,604.89246,377.75433,644.3254,401.92288,602.3484,404.46695
14,603.85516,307.49408,606.3621,303.73358,601.34814,304.98706,612.62964,306.24057,598.8411,306.24057,620.15063,313.76157,596.33417,318.77554,636.4461,315.01505,593.82715,333.8175,641.4601,331.31052,588.8132,350.11298,626.4181,348.8595,611.3761,350.11298,635.19257,375.18295,602.6016,376.43643,645.2206,401.50638,600.09467,402.7599
