frame 0
pose 0
657.82117 441.4206 0.5543328
657.82117 438.2497 0.5777572
659.4066 436.66425 0.5315756
651.4793 439.83514 0.9260801
665.7485 441.4206 0.91983235
643.552 455.68976 0.908152
673.6758 457.2752 0.91407806
632.45374 477.8863 0.889369
678.4322 477.8863 0.89883524
638.7956 466.78802 0.59709543
689.5304 490.56995 0.8843594
645.13745 500.08276 0.81394404
665.7485 501.6682 0.7987889
627.6973 533.3775 0.8999506
681.6031 534.96295 0.89661133
619.77 573.01404 0.8466981
692.70135 569.84314 0.8567315
pose 1
721.8696 271.34778 0.698297
725.65076 271.34778 0.74458516
721.8696 270.08737 0.59359145
730.69226 275.12894 0.5986849
719.34875 273.86853 0.51014245
729.4319 283.95163 0.8313435
715.5676 281.43085 0.8180415
734.4734 280.17047 0.81850755
710.5261 276.3893 0.85404474
735.73376 266.3062 0.78869164
723.13 270.08737 0.709011
721.8696 316.72165 0.8384076
709.26575 315.46124 0.76307404
720.60913 346.9709 0.79802054
715.5676 345.7105 0.79208237
723.13 370.9182 0.7918871
721.8696 369.65784 0.7533659
pose 2
168.97961 376.52948 0.87143254
167.19522 373.85284 0.8690017
165.41083 375.63727 0.8575009
159.16542 380.99048 0.34850416
158.27322 380.09827 0.65189934
162.73422 395.26562 0.39640442
155.59663 399.72662 0.47821838
173.44061 419.35504 0.5501062
162.73422 426.4926 0.31081605
187.7158 431.84583 0.6851591
184.147 438.9834 0.64953846
166.30302 446.12103 0.2376094
162.73422 446.12103 0.30623165
202.43709 465.30328 0.2259703
198.86829 465.30328 0.11598822
186.3775 465.30328 0.15016012
186.3775 465.30328 0.06604306
pose 3
636.63916 238.31375 0.78477746
638.91345 235.2814 0.8004816
634.3649 235.2814 0.7895669
641.9458 236.03949 0.8034084
630.57446 236.79758 0.8118501
648.7686 248.16891 0.79997236
627.5421 248.927 0.7797613
652.5591 262.5726 0.68432635
622.9936 263.3307 0.73997325
646.4944 271.66968 0.74407476
632.09064 270.9116 0.74800694
645.73627 280.00867 0.6523726
631.3326 280.00867 0.71547073
644.97815 298.20282 0.49152818
632.09064 298.20282 0.50743634
644.5991 308.437 0.2489099
632.4697 308.437 0.21321122
pose 4
188.69464 241.1235 0.7901816
189.70715 238.086 0.7957585
186.66965 238.086 0.7973452
192.74466 239.09851 0.7822529
183.63214 240.11102 0.75840145
198.81966 251.24854 0.8531506
178.56963 252.26102 0.82124794
204.89467 266.43604 0.72093314
174.51962 270.48605 0.7400254
202.86966 277.57358 0.6049319
181.60713 281.62357 0.34040362
197.80716 284.66107 0.7265108
183.63214 284.66107 0.72055805
197.80716 310.9861 0.59362584
184.64464 310.9861 0.57859087
196.79465 334.27365 0.39200422
181.10089 343.8924 0.36750335
pose 5
816.99854 241.17807 0.803114
819.56287 239.12662 0.83095276
815.4599 238.61374 0.8674767
821.6143 241.17807 0.8010213
812.89557 239.63947 0.76810753
826.7429 252.46109 0.69170004
806.7412 252.46109 0.63282174
829.30725 268.3599 0.5707912
803.1512 267.33417 0.58823586
825.7172 277.07858 0.71483505
808.79266 276.05286 0.7489011
823.1529 277.59146 0.3975909
809.8184 280.1558 0.4383863
823.6658 279.13007 0.6010596
810.3313 278.10434 0.5156115
815.7164 288.61807 0.09773714
799.0482 286.31015 0.09836339
pose 6
228.98727 234.37164 0.805185
231.04813 232.31082 0.8364494
