frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,632.45056,269.73145,635.5011,268.20618,630.9253,268.20618,640.0769,272.78198,629.39996,268.20618,638.55164,289.56006,621.7736,274.30725,640.0769,304.8128,609.5714,260.57977,633.9758,295.66113,608.04614,245.32704,621.7736,313.96442,609.5714,309.3886,620.24835,344.46997,606.5209,338.36884,620.24835,371.92493,615.67255,362.77325
1,634.1881,271.09888,638.95874,269.50867,634.1881,269.50867,643.7294,275.8695,632.59796,271.09888,642.13916,290.18137,626.2371,277.4597,640.54895,307.6736,615.10565,266.32828,637.3685,299.7226,608.7448,252.01642,624.6469,317.21484,611.92523,309.26382,621.4665,345.83853,605.56445,337.88754,619.8763,372.87204,615.10565,363.3308
2,633.03595,275.84927,637.4711,272.8925,633.03595,274.37088,643.38477,277.32767,633.03595,278.80606,619.7304,281.76285,640.428,293.59,616.7736,264.02213,637.4711,308.37393,622.6872,277.32767,631.55756,302.46036,607.90326,312.8091,622.6872,315.7659,604.9465,342.377,622.6872,346.81216,612.33844,366.0313,619.7304,374.90167
3,634.8004,282.3991,638.06995,278.03967,634.8004,279.12958,642.4294,282.3991,631.5308,281.30927,641.33954,296.56726,624.9917,286.75854,638.06995,311.8252,620.63226,291.11798,631.5308,300.92664,626.08154,296.56726,626.08154,320.54407,611.91345,317.27448,624.9917,351.06,604.2845,345.61072,620.63226,379.39618,606.4642,370.67737
4,636.67316,282.12604,638.9084,281.00842,635.55554,281.00842,643.3788,285.47882,632.20276,283.24365,643.3788,302.24292,624.3795,292.18445,636.67316,316.7718,619.90906,307.83093,633.3203,302.24292,633.3203,311.18378,628.8499,325.7126,614.32104,322.3598,624.3795,355.88794,605.3802,350.29993,621.0267,381.59283,604.26263,373.76965
5,637.947,286.79053,640.22797,285.6501,635.666,285.6501,643.6495,290.21204,632.24457,287.93103,645.9304,307.31934,624.26117,299.33594,635.666,322.1457,619.69916,315.30273,635.666,306.17883,631.10406,326.70764,628.8231,332.4101,616.2777,327.84814,624.26117,358.6413,607.1538,355.21985,620.83966,382.59155,603.73236,380.3106
6,637.91003,289.84778,640.1361,287.62167,635.6839,287.62167,643.4753,292.07388,632.3448,290.96082,646.81445,308.76968,623.44037,304.31744,640.1361,324.35242,618.98816,322.1263,634.57086,314.33493,633.4578,334.3699,630.11865,336.59598,616.762,333.25684,625.66644,362.1962,610.0837,357.744,621.21423,383.3442,606.74457,385.5703
7,636.9095,292.09995,640.3217,289.82507,634.6346,289.82507,643.734,293.23737,631.22235,293.23737,648.2837,310.29874,623.2604,308.0239,648.2837,326.2227,619.8481,326.2227,641.45917,336.4595,632.35974,336.4595,632.35974,337.59692,617.57324,335.32208,627.81006,362.62027,613.0235,360.34543,620.98553,380.81906,611.8861,387.64362
8,637.44104,293.83585,639.79724,291.4796,633.90674,291.4796,643.33154,295.01395,631.5504,296.19208,648.04407,310.3294,623.3037,309.1513,646.86597,325.64487,619.7693,328.0011,642.15344,329.17923,631.5504,336.2479,636.26294,337.426,620.9475,335.0698,629.1942,364.5226,618.5912,360.98825,623.3037,383.3724,617.4131,386.90674
9,637.20215,295.43423,639.5341,293.10223,634.8701,293.10223,643.03217,296.60025,631.37213,296.60025,647.69617,309.42624,623.21014,311.75824,651.19415,325.75024,620.8782,329.24826,645.36414,329.24826,632.53815,337.41025,639.5341,339.74225,625.5421,338.57623,634.8701,365.39426,623.21014,364.22824,625.5421,377.05423,620.8782,389.88025
10,637.8676,298.28772,639.01373,295.99554,634.4293,295.99554,643.5981,298.28772,630.991,298.28772,648.1825,312.0409,624.1145,314.33307,652.76685,329.2323,620.6762,331.52448,645.89026,331.52448,634.4293,340.69324,640.1598,342.9854,626.4067,341.8393,636.72156,369.34558,626.4067,364.76117,627.5528,378.51434,621.8223,392.26746
11,639.33746,299.24692,640.47034,298.114,635.9388,298.114,645.00195,300.37982,632.5401,301.51273,650.66644,313.97455,625.74274,315.10745,656.3309,328.70218,622.34406,333.23376,650.66644,334.36667,633.673,343.42984,643.869,344.5627,629.1414,343.42984,640.47034,370.6193,629.1414,366.08774,626.8756,376.28378,622.34406,393.2772
12,641.62946,301.34927,643.84924,299.1295,639.40967,299.1295,647.17896,301.34927,634.9701,302.45917,652.72845,314.66806,628.3107,316.88785,658.27795,326.87692,624.981,334.6462,654.94824,334.6462,633.86017,344.63528,644.95917,345.74518,631.6404,346.85507,641.62946,372.38272,630.5305,370.16293,636.08,382.3718,622.7612,393.47076
13,645.304,302.59344,647.5839,300.31348,643.02405,300.31348,651.00385,302.59344,638.4642,302.59344,655.56366,313.9931,632.76434,317.41302,660.1236,325.39282,627.0645,336.79248,658.9836,334.5125,638.4642,349.3321,648.7239,345.91223,636.18427,345.91223,649.86383,370.99152,631.6244,368.71155,644.164,388.091,622.50464,392.65088
14,650.1565,302.50912,651.3144,300.19336,646.68286,300.19336,654.788,301.35123,643.2092,303.66702,660.57745,314.08795,636.2619,316.40372,662.8932,324.5089,630.4725,336.08774,661.73535,334.92984,639.73553,349.98233,648.9986,345.3508,636.2619,345.3508,654.788,370.82422,631.6304,369.66635,651.3144,395.13977,622.3673,393.9819
15,653.8468,301.4295,656.1452,299.1311,651.5484,300.2803,659.59283,301.4295,646.9516,302.5787,664.18964,314.0707,640.0564,316.3691,667.63727,324.41354,633.1612,334.75635,666.48804,335.90555,640.0564,349.69598,653.8468,345.09915,641.20557,343.94998,658.4436,371.53082,633.1612,370.38162,659.59283,400.26086,622.81836,392.21646
16,657.0074,301.14944,659.40314,298.7537,654.6117,298.7537,662.99677,301.14944,651.01807,302.34732,668.98615,314.32605,643.8308,315.52393,672.5798,325.10687,635.44574,332.29413,671.3819,338.28348,639.03937,346.66858,658.20526,346.66858,643.8308,345.4707,661.7989,374.21964,634.24786,373.0218,664.19464,401.7707,624.66486,390.98987
17,661.29156,301.04672,663.6011,298.73718,657.8272,298.73718,667.0654,301.04672,654.36285,301.04672,673.9941,314.90405,646.2794,314.90405,676.30365,328.7614,635.8864,329.9162,676.30365,340.3092,638.196,344.9283,662.44635,344.9283,647.4342,343.77353,664.75586,374.95255,639.35077,371.48822,664.75586,401.51245,628.95776,388.80988
18,664.79364,299.75974,665.9971,297.3528,661.1832,297.3528,669.6075,299.75974,657.5728,299.75974,675.6248,312.99783,649.14856,312.99783,680.43866,321.4221,638.3174,327.43942,680.43866,337.0671,638.3174,343.08444,665.9971,346.69482,650.35205,345.49136,668.404,375.57797,641.9278,371.96756,665.9971,402.05417,634.70703,387.6126
19,667.4807,299.59708,668.6797,296.0002,663.88385,297.19916,671.0776,299.59708,660.287,299.59708,677.0724,311.58664,651.8943,311.58664,684.2661,319.97937,641.1037,323.57623,683.0672,335.5658,638.70575,340.36163,668.6797,347.5554,653.09326,346.3564,672.27655,375.1314,644.70056,371.53455,668.6797,400.3095,642.3026,391.9168
20,670.0811,299.28998,671.29785,296.85645,666.4308,296.85645,674.9481,299.28998,662.7805,300.50674,681.0319,310.2408,654.2632,311.45758,688.3325,319.9749,643.3124,322.40845,687.1157,335.79282,639.66205,337.00958,672.51465,346.74365,657.91345,345.5269,677.38165,374.72916,648.1794,369.86212,674.9481,399.0644,645.74585,394.19736
21,671.34607,301.22913,673.7759,298.79926,668.91614,298.79926,677.42065,301.22913,664.0564,301.22913,683.49536,310.9486,656.76685,312.1635,690.7849,320.66803,645.8324,323.0979,689.56995,336.46216,640.97266,337.67712,676.2057,347.39655,660.4116,346.18164,683.49536,375.34003,650.69214,370.4803,683.49536,400.85358,648.2623,399.63867
22,674.2087,302.9734,676.7688,300.41333,671.6486,300.41333,680.609,302.9734,667.8084,302.9734,687.0093,314.4939,658.848,315.774,693.40955,323.45428,648.6076,327.29443,693.40955,338.81494,643.48737,342.6551,680.609,350.33545,663.96826,349.05536,689.56934,377.2166,652.44775,373.3764,694.6896,400.25757,648.6076,402.8177
23,677.2914,306.0932,679.7865,303.59802,674.79626,303.59802,683.5293,306.0932,669.8059,306.0932,689.7672,318.569,662.32043,319.8166,697.2527,328.54968,651.09216,332.29242,697.2527,343.52066,646.1018,347.2634,682.28174,353.5013,666.0631,353.5013,694.75757,375.9578,654.83484,375.9578,705.9857,402.157,648.5969,404.6522
24,680.1649,310.8158,682.6355,308.34525,677.69434,308.34525,685.1061,310.8158,672.7532,310.8158,693.75305,323.16867,665.3415,324.40396,699.9295,335.52155,655.45917,336.75684,701.1648,350.345,649.2827,351.5803,685.1061,357.7567,669.0473,357.7567,698.6942,381.22717,659.16504,381.22717,715.9882,405.93292,650.518,409.6388
25,682.1906,317.17264,684.57245,314.79077,679.8087,314.79077,688.14526,317.17264,676.2359,317.17264,696.4818,329.08203,669.0903,330.27298,702.4365,343.37326,657.1809,344.5642,704.8184,356.4736,652.4172,358.85547,689.3362,363.61923,673.854,362.42828,703.62744,387.43796,665.51746,386.24704,723.8734,411.2567,651.2262,412.44766
26,683.6568,324.0597,684.9003,321.57263,681.16974,321.57263,689.87445,324.0597,677.4391,325.30322,698.57916,336.49506,671.22144,338.98212,704.7969,351.41745,661.2732,352.66098,707.28394,365.0963,655.0555,367.5834,693.60504,370.07047,677.4391,370.07047,707.28394,392.45407,671.22144,389.967,729.66754,412.35062,651.3249,412.35062
27,682.4626,328.47272,684.85425,326.08105,680.071,326.08105,689.6375,329.66852,676.4835,329.66852,698.00824,342.8225,672.89606,345.21417,705.18317,357.17236,662.13367,359.56403,705.18317,372.71802,656.15454,372.71802,694.4208,373.91388,678.8751,373.91388,709.9665,391.85114,671.7002,391.85114,730.2954,412.1801,653.76294,412.1801
28,677.5318,330.46222,679.8332,328.16083,675.23035,328.16083,685.5868,331.61298,672.9289,331.61298,695.94324,345.4215,670.6275,346.57227,702.8475,359.2301,659.12036,363.83295,699.3954,370.73724,653.36676,375.3401,692.4911,375.3401,677.5318,375.3401,709.7518,392.60083,671.7782,390.29938,730.46466,412.16296,655.6682,413.31372
29,669.42255,331.50125,672.9098,329.17642,668.26013,329.17642,678.72186,331.50125,665.9353,331.50125,689.1836,345.45023,664.7729,347.77505,694.99567,358.2368,654.31116,362.88647,693.83325,366.37372,648.4991,372.1858,689.1836,376.83545,672.9098,376.83545,706.6198,394.27167,667.0977,390.78442,729.86816,412.87033,660.1232,415.19516
30,661.3678,330.78107,662.6761,328.16443,658.75116,329.47275,669.21765,330.78107,657.4429,332.0894,679.6842,343.8642,654.82623,346.4808,686.22577,356.94733,644.35974,360.87225,687.53406,366.1055,636.5099,371.33875,683.60913,376.572,667.90936,377.8803,703.2338,394.88837,661.3678,390.96344,728.09174,411.89642,662.6761,415.82135
