frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,442.1938,467.4262,439.90363,467.4262,437.61353,469.7163,428.45294,478.8769,435.32336,476.58673,430.7431,492.61768,442.1938,492.61768,417.00232,529.2598,442.1938,474.29657,453.64447,449.1051,430.7431,506.35852,428.45294,547.58093,439.90363,549.87103,435.32336,595.67377,449.0642,593.38367,419.29242,636.89624,430.7431,641.4765
1,445.85648,476.47943,443.62338,472.01318,441.39023,476.47943,439.15714,476.47943,436.92398,483.17883,441.39023,492.11127,434.6909,503.27692,445.85648,469.7801,421.29214,532.30743,450.32272,451.9151,425.7584,512.2094,432.45773,552.4056,436.92398,554.6387,439.15714,597.068,445.85648,599.3011,421.29214,635.03107,430.22464,639.49725
2,444.917,475.86426,442.7116,473.65887,440.50616,475.86426,429.47906,482.48053,438.30072,484.68597,440.50616,486.89142,431.68445,506.74023,447.12244,467.0426,420.65735,537.6162,449.32788,453.81,427.27362,517.76733,433.8899,550.84875,436.09534,555.2596,440.50616,597.16266,447.12244,601.5735,420.65735,639.06573,429.47906,643.47656
3,445.50467,480.3362,443.41086,478.2424,441.3171,480.3362,432.94193,486.61758,439.2233,492.8989,445.50467,494.9927,430.84818,515.93054,441.3171,478.2424,418.28543,543.1498,445.50467,461.49216,426.6606,522.2119,441.3171,557.8063,435.03574,561.9938,445.50467,601.77576,447.59842,605.96326,422.47305,641.5576,430.84818,647.839
4,442.77704,483.713,440.82538,481.76135,438.87372,485.66467,434.9704,493.47125,438.87372,497.37457,444.7287,501.2779,433.01874,520.79443,440.82538,479.8097,419.35718,550.0692,442.77704,470.05145,427.16382,528.601,440.82538,565.68243,433.01874,569.58575,450.58368,606.6672,450.58368,608.61884,425.21216,643.7486,423.2605,651.55524
5,442.33487,490.92322,440.30814,488.89655,438.28146,492.94995,436.25473,490.92322,438.28146,503.08344,442.33487,499.03003,432.20132,527.4039,442.33487,466.60284,418.01443,555.7777,438.28146,474.70966,428.14792,533.484,440.30814,569.96466,434.22806,574.018,454.4951,610.49866,450.44168,612.5254,426.12125,644.9526,424.0945,657.11285
6,442.62015,498.44916,440.62228,494.45343,438.62442,498.44916,434.62863,502.4449,438.62442,508.43854,444.618,508.43854,432.63077,530.4151,436.62656,490.4577,420.6436,558.3853,436.62656,478.47046,430.6329,532.41296,440.62228,572.3704,434.62863,576.36615,450.61166,612.3279,452.60953,614.32574,424.6393,644.2938,422.64145,656.281
7,441.6526,496.01965,437.7356,492.1026,437.7356,496.01965,427.943,497.97815,437.7356,503.8537,433.81854,509.72925,439.6941,525.3974,433.81854,490.14404,425.98444,556.7337,433.81854,480.3515,431.86,529.31445,431.86,568.48486,439.6941,572.40186,447.52814,611.57227,453.4037,609.6137,424.02594,642.90857,424.02594,654.65967
8,440.4242,486.107,434.76672,486.107,438.5384,487.9928,425.33752,503.07953,436.65253,497.422,432.88086,508.737,446.08173,512.5087,427.22333,499.30786,432.88086,491.76447,425.33752,510.62286,429.1092,512.5087,430.995,559.65466,442.31006,563.42633,444.19586,604.9148,449.8534,606.8006,425.33752,644.5174,427.22333,650.1749
9,436.1264,478.08987,430.47302,478.08987,432.35748,479.97433,422.93512,493.16562,432.35748,487.51224,430.47302,502.58798,441.7798,502.58798,426.70404,481.85886,445.54877,527.0861,422.93512,502.58798,428.5885,506.3569,434.24194,549.6997,447.43323,553.4686,443.6643,593.0425,447.43323,594.927,426.70404,636.38525,432.35748,642.0387
10,430.2525,470.41382,426.46765,468.52136,426.46765,470.41382,424.5752,481.76843,428.3601,477.98352,434.0374,491.2306,435.9298,498.80035,435.9298,485.55328,426.46765,498.80035,426.46765,495.01544,424.5752,500.69275,439.71472,546.1112,449.17688,549.8961,439.71472,589.63727,447.28442,591.5297,426.46765,627.48596,435.9298,635.0557
11,427.37238,466.67618,425.50342,466.67618,425.50342,466.67618,418.0277,477.88974,425.50342,474.1519,427.37238,492.84122,440.4549,481.6276,436.71704,515.2684,459.14423,470.41403,446.0617,476.02078,446.0617,474.1519,438.58594,535.8266,453.5374,535.8266,434.84808,582.5499,453.5374,586.2878,423.63452,621.7975,438.58594,631.14215
12,423.07108,461.9721,421.00784,461.9721,421.00784,461.9721,414.81827,476.4145,423.07108,468.16168,418.94467,488.79364,437.5134,476.4145,408.6287,474.35132,451.95578,457.84576,412.7551,464.03534,451.95578,447.5298,439.57657,536.24713,458.14536,536.24713,433.387,579.57416,462.27176,579.57416,421.00784,618.77484,439.57657,622.90125
13,424.41687,458.8849,421.98145,458.8849,424.41687,458.8849,412.2395,473.49774,424.41687,463.7558,419.54596,485.6751,439.0298,471.06226,409.80408,471.06226,451.20715,444.27203,417.11047,461.32037,453.64258,415.04633,441.4652,531.94916,458.51355,529.5137,431.72333,573.35223,468.2555,575.7877,414.675,614.7553,443.9007,617.1908
14,425.63525,460.01404,423.2843,460.01404,425.63525,457.66315,413.8806,471.76868,425.63525,462.365,423.2843,488.22516,437.3899,471.76868,420.9334,476.47052,449.14453,438.8557,416.23157,460.01404,451.49542,415.34644,442.09174,530.5418,460.89917,528.1909,430.3371,570.5076,472.6538,572.8585,413.8806,610.4733,451.49542,612.8243
15,427.60007,459.38586,425.4384,459.38586,427.60007,457.22418,416.79172,474.51758,427.60007,461.54755,421.11502,489.6493,440.5701,470.1942,423.2767,489.6493,449.21683,448.5775,447.05515,435.60748,447.05515,429.12244,440.5701,532.88275,462.18686,528.5594,429.76175,571.7929,477.31857,569.6312,412.46835,610.703,457.8635,610.703
16,427.91437,460.69672,426.1065,460.69672,427.91437,460.69672,415.2594,473.35168,431.5301,464.31244,420.68298,489.6223,442.37714,473.35168,424.29868,489.6223,451.41644,457.08105,440.56934,471.54382,445.99286,466.1203,442.37714,531.2029,464.07135,527.58716,429.72223,574.5913,482.14984,567.35986,411.6437,612.55615,467.68707,610.7483
17,428.7127,469.76746,425.07587,466.1306,428.7127,464.3122,415.98383,475.22266,432.34955,466.1306,419.62064,495.22522,446.89685,475.22266,432.34955,513.40936,445.07843,475.22266,441.4416,513.40936,439.62317,475.22266,441.4416,538.8671,465.08093,533.41187,430.53113,577.05383,485.0835,566.1433,412.347,617.0589,474.17303,609.7852
18,425.00842,475.3506,425.00842,469.60614,423.09363,471.52094,419.26398,479.18024,434.58252,471.52094,421.17877,498.32843,449.90106,483.0099,428.83807,519.3914,455.6455,502.15808,444.15662,513.647,447.98627,509.81732,440.32697,542.36926,465.2196,534.71,428.83807,584.4953,486.28265,569.1767,415.43433,624.7065,486.28265,611.30273
19,428.6012,482.51083,428.6012,478.71298,428.6012,478.71298,422.90436,484.40982,438.09595,480.6119,424.80334,503.39926,453.28754,493.9045,424.80334,531.8834,460.8833,516.6919,432.3991,524.2877,434.29803,522.3887,439.99487,548.974,464.68115,543.2771,428.6012,592.64966,487.4685,571.76135,419.1065,636.32544,493.16534,611.63916
20,434.06253,491.33527,434.06253,486.0066,435.8387,486.0066,428.73386,491.33527,444.71982,487.78284,426.95767,509.09747,457.15335,501.9926,425.18143,541.0694,462.48203,523.3072,425.18143,521.531,434.06253,528.63586,441.1674,558.8316,464.25827,553.5029,426.95767,597.90845,489.12534,576.5938,418.07654,640.5377,499.78262,613.8944
21,436.34515,496.95395,436.34515,495.2357,438.06348,493.51743,434.6269,496.95395,450.0915,495.2357,431.1903,514.13684,460.40118,510.7003,427.75375,545.0659,463.83777,533.03796,432.90863,526.1648,439.78174,533.03796,443.21832,565.6854,467.2743,560.5305,424.31717,600.05115,489.61206,579.43164,417.44403,641.29004,503.35834,613.79736
22,443.19922,499.73724,444.91217,494.5985,450.0509,494.5985,443.19922,496.3114,458.61548,496.3114,436.3476,515.1535,467.18005,513.4406,436.3476,542.5602,470.6059,535.7085,444.91217,556.2635,468.893,554.5506,448.338,564.82806,472.3188,561.4022,427.78296,599.0864,492.87378,580.2443,419.21838,640.1964,501.43842,614.5026
23,456.72922,493.0537,454.9858,491.3103,456.72922,489.5669,451.49893,493.0537,467.1898,493.0537,446.2687,510.48798,477.6503,510.48798,444.5253,538.38275,482.88058,534.8959,446.2687,554.07355,479.3937,550.5867,453.2424,559.3038,475.9069,557.56036,435.80814,597.6591,495.0845,580.22485,420.11734,634.27094,498.57138,616.83673
24,469.64212,485.5721,469.64212,482.03452,466.10458,483.8033,462.567,487.3409,476.71732,487.3409,455.4918,506.7977,487.3301,505.0289,453.723,531.5609,499.7117,531.5609,459.0294,536.8673,490.8677,543.9425,462.567,554.5553,483.7925,552.7865,444.879,593.4688,497.9429,579.3184,425.4222,628.8447,499.7117,618.23193
