frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,657.82117,441.4206,657.82117,438.2497,659.4066,436.66425,651.4793,439.83514,665.7485,441.4206,643.552,455.68976,673.6758,457.2752,632.45374,477.8863,678.4322,477.8863,638.7956,466.78802,689.5304,490.56995,645.13745,500.08276,665.7485,501.6682,627.6973,533.3775,681.6031,534.96295,619.77,573.01404,692.70135,569.84314
1,656.30994,435.93436,656.30994,434.28873,659.6012,434.28873,649.72754,435.93436,666.1837,435.93436,641.4994,450.7449,671.1206,452.39053,629.9801,472.13797,677.703,475.42923,634.917,467.20114,689.2224,486.94852,643.145,496.82224,664.5381,498.46786,628.3345,533.0259,679.34863,533.0259,618.4608,570.8751,692.5137,567.58386
2,658.0448,432.29395,656.3675,430.61664,659.7221,430.61664,649.6582,430.61664,664.7541,432.29395,639.5943,447.38983,671.4634,449.06714,627.853,469.195,678.17267,472.54962,636.2396,464.16302,688.23663,484.2909,642.9489,492.6775,663.0768,494.3548,627.853,531.2559,676.49536,529.57855,617.7891,569.8343,689.91394,566.4797
3,655.6042,431.117,652.24194,427.75476,658.96643,427.75476,648.8797,429.4359,664.0098,431.117,638.7929,444.56604,670.7343,446.2472,627.025,466.42072,679.13995,471.4641,632.06836,466.42072,687.5456,483.232,642.15515,489.95648,662.3287,491.63763,628.7061,528.6225,675.7777,528.6225,616.93823,565.6073,689.22675,565.6073
4,655.7024,431.4646,654.02594,428.11176,657.3788,428.11176,648.9967,429.78815,664.0844,429.78815,638.9383,443.19946,669.11365,446.55225,625.527,464.99274,677.4957,470.02197,630.5562,468.34558,685.87775,483.4333,642.2911,490.13892,662.408,490.13892,628.8798,527.0199,675.8193,527.0199,617.14496,563.90094,687.55414,563.90094
5,654.60016,432.7096,654.60016,431.06512,656.2446,429.4206,648.02216,431.06512,662.82263,431.06512,638.15515,445.8656,669.40063,447.51007,624.99915,467.24408,675.97864,468.88855,626.6437,470.53308,685.84564,486.9781,641.44415,491.91156,661.17816,493.5561,628.28815,526.44604,675.97864,526.44604,615.13214,560.9805,689.13464,564.26953
6,656.46954,434.6973,654.8271,433.0549,659.75433,433.0549,648.25745,434.6973,663.0392,434.6973,638.4029,447.8367,669.6089,451.1215,626.906,465.9033,677.821,474.1154,625.26355,475.75778,684.3906,490.53958,640.04535,493.82443,661.3968,495.46683,626.906,526.6728,676.1785,526.6728,612.1242,561.16364,689.31793,564.4485
7,654.73834,442.54355,654.73834,440.94412,654.73834,439.34476,648.34076,440.94412,662.7353,440.94412,638.74445,453.7393,669.1329,456.93802,627.5487,469.7332,677.1298,479.3295,621.1512,484.12766,683.52734,495.3234,640.3438,495.3234,659.5365,496.92276,625.94934,528.9105,677.1298,528.9105,609.95544,562.49774,693.1237,565.69653
8,659.3338,448.49377,653.2624,445.45807,662.3695,445.45807,648.7088,446.9759,663.8873,446.9759,639.6017,460.6366,668.4409,462.15442,625.94104,478.85083,676.03015,489.47577,615.31604,501.6186,683.61945,503.13647,638.08386,501.6186,657.8159,504.6543,622.90533,535.01135,680.58374,531.97565,606.2089,566.8862,695.76227,568.4041
9,662.48364,456.04187,654.44806,454.43475,662.48364,454.43475,649.6268,454.43475,665.6979,454.43475,641.5912,467.29163,668.9121,468.89874,625.5201,486.57697,676.94763,494.61255,615.87744,504.2552,686.59033,512.2908,636.76984,507.46942,657.6623,510.68365,622.30585,539.61163,683.3761,534.7903,604.6276,568.5397,699.4472,570.1467
