frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,769.04755,444.38956,765.53766,440.87967,769.04755,440.87967,756.763,444.38956,770.8025,444.38956,749.7433,461.93893,776.0673,460.184,753.2531,484.75308,781.3321,482.99814,776.0673,490.0179,805.90125,470.7136,755.00806,516.342,770.8025,516.342,756.763,549.6858,772.55743,554.95056,749.7433,590.0493,770.8025,593.5592
1,771.8762,444.10315,770.11523,440.58124,771.8762,440.58124,757.7887,444.10315,770.11523,444.10315,752.50586,461.7126,775.3981,461.7126,752.50586,486.36572,780.6809,484.6048,775.3981,493.4095,803.5731,474.03912,754.2667,512.77985,770.11523,512.77985,757.7887,551.52057,773.6371,556.8034,750.7449,592.0222,771.8762,593.78314
2,772.93915,443.70953,771.12244,441.89282,772.93915,441.89282,758.40576,445.52618,771.12244,443.70953,752.95575,463.69293,774.7558,461.87622,756.5891,489.12628,776.57245,487.30963,776.57245,490.943,802.00586,480.04297,752.95575,516.3764,771.12244,516.3764,762.0391,554.5265,776.57245,556.34314,747.50574,592.6766,772.93915,596.30994
3,774.0025,448.51965,772.2087,444.93195,774.0025,444.93195,759.6517,450.31354,772.2087,448.51965,754.2701,466.4583,775.7964,466.4583,759.6517,491.57233,775.7964,493.3662,799.1166,486.19073,800.91046,486.19073,754.2701,522.06793,770.4148,522.06793,761.4455,557.9451,781.178,557.9451,745.3008,597.4101,772.2087,602.7917
4,777.5904,455.19803,773.9849,451.59256,773.9849,453.3953,761.36584,455.19803,773.9849,455.19803,755.95764,471.42258,775.78766,473.2253,757.7604,498.46353,775.78766,500.26627,799.22314,493.0554,801.0259,494.85806,755.95764,527.3072,770.37946,527.3072,759.5631,563.36176,786.60406,561.559,745.1413,604.8245,775.78766,606.62726
5,776.8695,460.62903,775.0644,458.82397,776.8695,458.82397,762.4286,460.62903,775.0644,460.62903,755.2082,478.68018,776.8695,478.68018,758.8184,503.95166,775.0644,507.5619,793.1155,503.95166,800.3359,503.95166,757.0133,532.83344,771.45416,532.83344,758.8184,568.9356,791.31036,567.1305,744.3775,608.64795,778.6746,610.4531
6,777.8532,465.98657,776.0647,462.4095,777.8532,464.198,763.54504,465.98657,776.0647,465.98657,758.1795,482.08325,777.8532,483.87177,761.75653,508.91107,776.0647,512.4881,801.104,507.12256,801.104,508.91107,756.391,535.7389,772.4877,537.5274,758.1795,571.50934,793.94995,571.50934,743.87134,610.8568,783.2188,610.8568
7,779.8497,467.08734,779.8497,465.28796,779.8497,465.28796,765.45496,467.08734,778.0503,468.88666,760.05695,485.0807,781.649,486.88,756.4583,508.47205,778.0503,513.87006,779.8497,519.26807,805.04034,512.07074,758.2576,539.0608,774.45166,540.8601,760.05695,571.44885,796.0437,575.04755,743.8629,611.03424,787.047,614.63293
8,783.99036,469.6375,782.1596,465.976,783.99036,465.976,767.5138,469.6375,780.3289,469.6375,763.85236,486.11407,783.99036,489.7755,758.3601,508.08282,782.1596,515.40576,774.83673,515.40576,807.78986,515.40576,762.0216,539.20526,776.6674,541.036,760.19086,573.98914,793.144,577.6506,743.7143,610.60376,791.3133,617.92664
9,787.1369,471.6855,785.2399,467.89154,787.1369,467.89154,771.96106,471.6855,785.2399,469.7885,766.27014,488.7583,787.1369,490.65527,758.68225,509.625,787.1369,519.1099,777.65204,519.1099,813.6945,517.21295,762.4762,539.9766,779.549,541.87366,760.5792,574.1222,794.7248,583.6071,745.4034,610.1648,792.8278,623.4436
10,789.0413,473.22083,789.0413,471.32483,789.0413,471.32483,773.8735,477.01282,787.1453,475.11682,768.18555,494.07666,789.0413,494.07666,760.6016,514.93243,790.9373,524.41235,781.4574,522.51636,817.4811,518.7244,766.28955,543.3722,783.3534,545.2682,764.39355,575.6039,796.62524,588.87573,747.3297,611.62756,794.7293,630.5874
11,793.39996,479.64862,791.53723,477.78583,791.53723,477.78583,776.63495,481.5114,791.53723,479.64862,771.0466,500.13922,791.53723,500.13922,763.5954,518.7671,795.26276,526.21826,784.08606,528.08105,823.2046,520.6299,769.1838,548.5717,785.94885,552.29724,767.321,582.10187,797.12555,595.14136,748.6931,615.632,791.53723,637.9854
12,796.9598,484.46353,795.0942,482.59793,795.0942,482.59793,780.1694,486.32913,793.2286,484.46353,772.7069,503.1196,795.0942,503.1196,765.2445,519.91003,796.9598,529.2381,791.363,532.9693,823.0783,519.91003,770.8413,553.49097,787.6318,557.22217,768.9757,587.0719,798.8254,600.13116,750.31964,618.78723,791.363,643.0401
13,797.0459,482.67468,797.0459,480.81488,797.0459,480.81488,782.1676,486.39423,795.1861,484.53442,774.72845,503.13226,795.1861,503.13226,774.72845,523.5899,797.0459,527.3095,791.46655,536.6084,821.2231,516.15076,772.8687,551.4867,789.60675,555.2063,774.72845,588.6824,798.9057,599.8411,752.4111,624.0183,791.46655,642.6162
14,797.1975,478.66504,795.334,476.80157,795.334,476.80157,780.426,482.39203,793.4705,480.52856,776.69904,501.02698,793.4705,501.02698,782.28955,523.3889,795.334,525.25244,815.83246,512.20795,817.6959,512.20795,774.8356,547.6144,791.607,551.3414,778.56256,588.61127,799.061,596.06525,756.2006,625.88116,791.607,642.6526
15,797.32416,472.23853,795.42206,470.33643,795.42206,472.23853,780.20514,477.9449,793.51996,476.0428,776.40094,495.06384,793.51996,495.06384,782.1073,517.88916,793.51996,519.79126,814.4431,506.4765,814.4431,508.3786,776.40094,544.51874,791.6178,544.51874,780.20514,586.3651,797.32416,592.0715,761.1841,624.40735,791.6178,639.6242
16,797.04913,468.57166,795.1083,466.6308,795.1083,466.6308,781.52216,472.45343,791.2265,472.45343,775.6995,489.92133,793.1674,491.86218,783.463,480.21692,791.2265,517.0936,795.1083,478.27606,812.5762,503.5075,775.6995,540.3842,793.1674,540.3842,781.52216,583.0835,797.04913,588.9062,764.0542,625.78284,793.1674,637.42816
17,795.9586,468.11356,795.9586,466.17722,795.9586,466.17722,782.4041,471.9863,792.0859,470.04996,778.53143,487.47708,792.0859,489.41348,778.53143,464.24088,790.14954,514.58606,795.9586,468.11356,809.51306,501.0316,776.59503,539.75867,792.0859,539.75867,782.4041,584.2948,797.89496,588.1675,766.91327,626.89453,794.0222,636.5763
18,794.74854,466.1361,794.74854,464.17316,794.74854,464.17316,782.9708,472.02496,792.7856,470.062,779.0449,485.76562,792.7856,491.65448,788.8597,477.91382,788.8597,515.2099,798.67444,466.1361,808.4892,499.5063,777.082,536.80237,792.7856,538.7653,782.9708,585.87616,798.67444,587.8391,769.23016,629.0611,794.74854,634.94995
19,798.37744,467.70197,796.4055,465.73004,796.4055,467.70197,782.60205,473.61774,792.4617,473.61774,780.6301,489.3932,792.4617,491.3651,790.48975,477.56158,786.5459,517.0001,800.34937,463.75812,804.2932,501.22473,776.6863,540.6632,792.4617,540.6632,784.574,587.98944,800.34937,587.98944,770.7705,631.37177,796.4055,637.28754
20,795.4393,468.6422,797.46246,466.61902,795.4393,468.6422,783.3002,472.6886,793.4161,476.73492,779.25385,492.92035,791.3929,494.94354,791.3929,476.73492,785.32336,521.2449,803.532,464.5959,803.532,503.03625,777.23065,545.523,791.3929,545.523,785.32336,592.0561,805.5552,588.00977,771.16113,634.5429,797.46246,638.58923
21,798.87225,477.91895,796.7954,471.68835,796.7954,473.76526,784.3342,479.9958,794.7185,482.0727,782.2574,498.68756,792.64166,500.7644,796.7954,484.14954,784.3342,527.7636,803.02594,465.45782,798.87225,511.14868,778.10364,550.6091,790.5648,550.6091,784.3342,596.3,809.25653,594.2231,771.87305,641.9909,798.87225,641.9909
22,799.363,483.30487,797.33154,477.21057,797.33154,479.242,785.143,487.36774,795.3002,487.36774,783.1116,503.61914,791.2373,509.71344,797.33154,485.3363,783.1116,536.122,801.3944,469.08484,791.2373,546.2791,779.0487,560.49915,791.2373,560.49915,783.1116,603.1591,813.583,599.09625,770.923,647.8506,799.363,645.81915
23,802.5139,485.2422,800.5003,481.21497,800.5003,485.2422,788.4186,493.2967,798.4867,491.28302,786.40497,507.39197,792.44586,515.4465,794.4595,483.22858,782.37775,539.60986,802.5139,469.13324,792.44586,553.7052,778.3505,563.77325,792.44586,563.77325,784.39136,608.0728,816.60925,604.0456,768.2824,650.3588,800.5003,646.3316
24,804.41864,488.398,802.4213,484.40338,802.4213,486.4007,788.4402,494.38995,800.4241,492.39264,786.4429,510.3684,792.4348,516.36035,794.4321,482.40607,782.44824,542.3254,804.41864,466.42755,792.4348,524.3496,780.4509,566.29315,794.4321,566.29315,786.4429,608.2367,818.39984,604.24207,768.46704,650.18024,802.4213,646.1856
25,803.97614,483.62225,801.939,481.5852,803.97614,481.5852,789.71674,491.7705,799.902,489.73346,791.7538,506.02985,793.79083,514.1781,795.8279,479.54816,781.5685,538.62274,806.0131,463.2517,791.7538,522.3263,783.6055,563.06744,795.8279,563.06744,785.6426,603.80853,818.2355,601.7715,769.3461,648.6237,806.0131,644.5496
26,804.9604,478.58304,802.8969,474.45615,802.8969,476.51962,788.4528,486.83682,798.7701,482.70993,790.5163,501.2809,796.7066,497.15402,798.7701,474.45615,784.326,536.3594,804.9604,460.01205,790.5163,519.8519,786.3894,556.9938,798.7701,556.9938,788.4528,600.32605,819.4045,596.1992,771.9453,643.6583,809.0873,643.6583
27,806.7482,479.52197,804.6772,475.37982,802.6061,477.45087,788.10864,483.66406,800.53503,481.59302,794.32184,496.09045,794.32184,504.37476,800.53503,471.23767,783.9665,533.3697,806.7482,454.66913,790.1797,516.80115,790.1797,552.00934,802.6061,554.0804,792.2508,595.5017,821.2457,593.43066,775.68225,641.06525,812.9614,641.06525
28,806.6643,472.6076,804.5965,466.4043,804.5965,470.53986,790.1221,480.87872,802.52875,478.81097,796.3254,491.21765,796.3254,499.48877,802.52875,472.6076,785.9865,532.57324,806.6643,451.9298,792.1898,513.9632,794.2576,549.1155,804.5965,551.1833,796.3254,592.5389,821.1388,592.5389,777.7154,638.03,817.00323,640.09784
29,808.23193,472.0988,806.1557,467.94638,806.1557,470.02255,791.62225,480.40366,804.0795,478.32742,797.8509,488.70847,797.8509,497.01334,802.0033,465.87015,787.4698,532.30896,806.1557,449.26047,793.6984,515.6992,797.8509,548.9186,808.23193,548.9186,799.92706,594.5952,822.76544,592.51904,781.24115,634.0432,820.6892,640.27185
30,809.71484,469.5991,807.6568,469.5991,807.6568,471.65714,793.25073,481.94724,805.5988,479.8892,799.42474,490.1793,801.4828,498.41135,803.5408,465.48306,791.1927,535.4557,807.6568,449.01895,795.3087,516.9335,799.42474,549.8618,809.71484,551.9198,805.5988,595.1382,824.121,593.0801,782.96063,634.2405,824.121,642.47253
31,812.88745,475.37234,808.7444,473.3008,808.7444,475.37234,798.38666,483.65848,808.7444,483.65848,802.5297,491.94467,802.5297,504.37387,804.60126,467.0862,792.17206,537.51843,806.6728,450.5139,798.38666,520.94617,802.5297,552.0193,812.88745,556.16235,810.8159,595.5216,825.31665,597.59314,783.88586,634.88074,825.31665,645.2385
32,812.3375,479.1222,810.1897,479.1222,810.1897,479.1222,799.4507,489.86115,810.1897,489.86115,805.89404,496.30457,803.74634,511.3391,803.74634,474.8266,795.15515,543.5561,805.89404,455.49646,801.5985,526.3737,805.89404,556.4428,812.3375,558.59064,818.7809,599.39874,827.3721,601.5466,786.56396,633.7635,829.5199,650.94586
