frame 0
pose 0
622.91 324.13538 0.97661906
625.2144 320.67874 0.97909087
620.6056 320.67874 0.977245
629.82324 321.83096 0.9370816
617.1489 322.9832 0.94033015
640.1932 332.20087 0.8384189
613.6923 335.6575 0.8793418
651.7153 340.26633 0.877556
611.3879 352.94064 0.85692024
654.01965 356.39728 0.8304786
609.08344 367.9194 0.85527515
641.34534 361.00613 0.77871555
625.2144 362.15836 0.79102975
645.9542 387.507 0.8434759
617.1489 386.35477 0.862185
654.01965 415.16003 0.85775936
618.30115 410.5512 0.86156833
pose 1
500.05145 501.83328 0.8031817
496.2309 498.0128 0.90371215
496.2309 503.7435 0.89209205
492.41046 503.7435 0.5518273
496.2309 513.2948 0.94562215
501.96167 513.2948 0.7035979
492.41046 532.3972 0.7691825
494.32068 498.0128 0.77191335
479.0387 562.9612 0.9155255
490.50018 482.7308 0.9600113
484.76947 536.21765 0.9191987
498.14117 574.4226 0.7871521
488.58997 580.1533 0.8459915
519.1539 610.7173 0.88936937
505.78217 624.089 0.8421147
480.94897 641.28125 0.8958739
482.8592 662.29395 0.85939795
pose 2
168.40869 374.6961 0.8869476
166.67226 372.95972 0.9082422
164.06761 373.82794 0.8908813
157.12189 379.90546 0.45533404
156.25368 379.03723 0.78053546
161.46297 396.4015 0.4760225
153.64903 399.8744 0.4834043
172.74977 419.84332 0.5807926
167.54048 425.0526 0.24511844
186.64122 431.13013 0.6875854
184.90479 436.33942 0.53101915
170.14513 442.41693 0.27647176
161.46297 448.49445 0.33183968
208.3466 449.36267 0.14680603
202.26909 453.70374 0.18926726
207.47838 441.5487 0.04529841
209.64891 452.40143 0.051540587
pose 3
189.1305 240.43555 0.85138494
190.1223 237.46011 0.88727283
186.15506 238.45193 0.880679
193.09773 239.44376 0.8573051
182.1878 240.43555 0.86130613
199.04861 251.34549 0.856702
178.22057 252.33731 0.8451226
204.00768 265.23087 0.7475651
174.25331 268.2063 0.7335709
203.01585 277.1326 0.65964603
178.22057 280.10803 0.46136838
198.05681 281.09985 0.77687794
184.17143 281.09985 0.70416486
198.05681 304.90332 0.57827616
185.16325 305.89514 0.6107749
198.05681 326.7232 0.4348062
183.17963 325.73138 0.4025036
pose 4
638.38873 237.94519 0.58150554
640.13104 234.46057 0.6016319
635.77527 234.46057 0.636043
643.61566 235.33173 0.622071
633.16187 235.33173 0.7477192
649.71375 248.39902 0.8280456
627.0638 248.39902 0.81039417
653.19836 263.2086 0.7475979
623.57916 263.2086 0.74262387
646.2291 271.9201 0.6917793
631.41956 271.9201 0.71568346
647.1003 281.50278 0.6754348
632.2907 282.37393 0.7028453
646.2291 306.76617 0.5436679
633.16187 306.76617 0.47145793
647.5358 321.1402 0.22292863
635.3397 321.1402 0.2523975
pose 5
229.43405 234.81773 0.8005822
230.96512 231.7556 0.8170528
227.90298 231.7556 0.81597215
234.02725 234.0522 0.76532394
224.84085 233.28667 0.71465266
236.32385 246.30074 0.6861899
219.48212 245.5352 0.714803
242.44812 258.54926 0.6468428
217.18552 260.08032 0.5936035
245.51025 270.7978 0.7401917
232.49619 258.54926 0.37724018
232.49619 276.15652 0.67042047
221.77872 276.15652 0.689114
231.73065 299.12253 0.5974692
221.77872 298.357 0.5585683
232.1134 312.51935 0.22087118
219.86487 312.51935 0.1971102
pose 6
922.267 186.30313 0.52216935
927.735 180.05403 0.49385533
922.6576 179.66347 0.45872715
935.93695 182.00688 0.39050213
919.533 178.49176 0.50424963
934.37463 187.08427 0.19438629
914.8462 183.17859 0.31372905
936.7181 190.59938 0.09996948
914.4556 185.91257 0.22281161
933.5935 187.47484 0.33366296
914.06506 188.25598 0.32072598
928.9067 189.42769 0.097774506
918.3613 201.92587 0.15898438
931.2501 187.47484 0.030028304
913.28394 185.13142 0.057110958
917.5802 187.8654 0.053400837
920.7048 198.80133 0.072843224
pose 7
546.6378 132.18765 0.5304368
547.50714 130.88373 0.53112745
545.3339 130.88373 0.58050275
549.6803 131.31837 0.29433498
552.28815 134.79547 0.34752265
539.68365 145.66142 0.57254106
557.5038 145.66142 0.6128698
537.0758 162.61229 0.43912566
560.11163 159.56984 0.4416404
531.86017 167.39331 0.19416803
557.9384 171.7397 0.096398026
542.72614 173.04361 0.27591863
555.3306 171.7397 0.30214593
531.42554 171.30505 0.066365704
554.244 174.1302 0.10749081
530.5563 170.00114 0.060713004
553.37476 174.1302 0.055139624
pose 8
815.93304 241.54567 0.8153716
818.46484 239.01381 0.83455056
814.4139 239.01381 0.8365627
821.5031 241.03929 0.78089345
811.3757 240.53291 0.770063
826.5668 253.19218 0.65561473
805.29926 253.19218 0.63200164
829.605 267.87692 0.54158723
802.7674 267.37054 0.5937519
825.5541 276.48523 0.65766853
808.33746 275.47247 0.6437918
823.0222 276.48523 0.4505873
810.3629 279.01706 0.37164465
824.0349 279.52344 0.6128645
810.3629 278.00433 0.55424076
815.17346 287.87854 0.19111328
812.13525 287.87854 0.11613244
pose 9
1076.7069 290.19806 0.8417613
1080.3145 287.19177 0.86264
1077.3081 286.5905 0.7959827
1089.9346 290.79932 0.7458881
1088.732 291.40057 0.39332163
1096.5485 307.63455 0.52337295
1079.7131 305.22952 0.43242496
1096.5485 327.47607 0.24105603
1071.8969 323.26727 0.30993038
1088.732 337.69748 0.25767407
1067.688 331.6849 0.07094519
1096.849 340.40314 0.24912436
1081.517 338.9 0.19699073
1098.9535 336.49496 0.045653366
1059.571 340.40314 0.091660045
1089.6339 340.40314 0.05589308
1101.6592 340.40314 0.026928598
pose 10
458.38055 229.5055 0.7558377
460.37354 226.84818 0.7852004
456.38757 226.84818 0.78803074
463.03085 226.84818 0.6223895
453.06595 226.84818 0.4821339
472.33142 244.1207 0.56771785
446.42267 245.44934 0.48434713
479.63904 261.39322 0.56866217
441.77237 262.05756 0.46419677
474.98874 272.68677 0.63285375
444.4297 272.02246 0.6012734
469.67413 279.9944 0.49218962
451.07297 278.6657 0.46454868
471.99927 294.27744 0.11870022
446.75482 294.27744 0.091344565
449.7443 274.01544 0.03732985
446.42267 291.28796 0.031084998
pose 11
70.46944 271.14932 0.7322736
72.60983 267.93872 0.7757903
68.32904 267.93872 0.76932895
76.890625 269.0089 0.51516056
64.04825 270.07913 0.52083886
80.10123 285.0619 0.39327785
59.767452 285.0619 0.36650226
83.31181 306.46585 0.3612694
59.767452 304.32547 0.616066
81.17142 300.04468 0.3021512
79.03102 316.09766 0.6880207
80.10123 336.4314 0.2237014
60.83765 328.94003 0.27578765
77.96083 353.55457 0.12966576
62.978046 353.55457 0.15353927
81.17142 347.1334 0.063938186
65.65355 393.687 0.095851034
pose 12
1000.6597 177.48589 0.22185142
1001.2799 175.62549 0.17436199
999.72955 175.00536 0.21593583
1002.52014 175.62549 0.1428011
998.4893 175.62549 0.1768354
1005.6208 186.4778 0.08438371
995.07855 183.37714 0.2275616
992.90814 195.15964 0.034485582
991.66785 192.98918 0.054495808
998.4893 182.757 0.04006423
999.10944 188.95831 0.07072091
1011.5121 181.82681 0.03265983
995.5437 200.58578 0.025085798
1009.34155 187.09793 0.08293583
995.6987 183.6872 0.32107574
995.3886 183.06708 0.04158966
995.3886 182.757 0.063818336
frame 1
pose 0
620.9768 322.90546 0.97886074
623.29956 319.42126 0.9891388
618.65393 320.58267 0.9886877
627.94507 320.58267 0.9245984
615.1698 321.74405 0.9473722
637.2363 331.03522 0.84760433
611.68567 334.51938 0.8638401
650.0116 336.84216 0.86287373
607.04004 353.10168 0.8724024
653.49585 350.7789 0.7540736
605.87866 368.19983 0.8472618
639.5591 361.23145 0.7861802
623.29956 362.39285 0.79982114
645.3661 387.9435 0.8186902
616.3312 386.78214 0.8669002
653.49585 415.817 0.84101754
618.65393 411.1714 0.84855986
pose 1
497.7277 496.69165 0.8840038
495.8163 492.86902 0.93314177
495.8163 496.69165 0.9575461
493.905 504.33698 0.40616995
493.905 506.24835 0.98440254
499.639 511.9823 0.6693603
497.7277 527.273 0.664062
495.8163 498.60303 0.51257044
486.25967 557.8543 0.8895323
490.08237 490.95764 0.67295784
486.25967 527.273 0.9176259
495.8163 569.3223 0.63403946
493.905 573.14496 0.77716947
514.9297 605.63763 0.9354847
503.4617 617.10565 0.8484155
480.52567 641.953 0.88082165
482.43704 661.0663 0.87121356
pose 2
168.48866 375.187 0.9150533
166.71147 372.52124 0.88678485
164.04568 374.2984 0.90184104
156.93694 379.62997 0.36992955
156.04834 380.5186 0.83629125
162.26851 395.6247 0.47120583
153.38255 399.17908 0.5773153
172.04305 420.50534 0.5521113
165.82288 424.05972 0.3741322
186.26056 432.05707 0.678912
184.48337 438.27722 0.5191367
165.82288 439.16583 0.3174047
159.60272 445.386 0.36472136
198.70088 440.0544 0.24870512
198.70088 449.82895 0.22816904
215.13988 465.37933 0.06447165
211.14122 460.49213 0.06779273
pose 3
188.4561 240.63431 0.84704804
190.42847 237.67575 0.8790657
186.48372 237.67575 0.8577398
193.38702 238.66196 0.8165029
182.53899 239.64813 0.85595655
199.30415 251.48236 0.8449397
177.60805 252.46854 0.8490921
204.23508 265.28897 0.7567444
174.64949 268.24753 0.7300832
203.24889 277.1232 0.62890095
180.5666 281.06793 0.5000983
197.33177 282.05414 0.7059774
184.51135 282.05414 0.66956717
199.30415 307.69498 0.46911472
184.51135 308.68115 0.52632314
200.29033 322.48776 0.24327874
183.52516 331.36343 0.23553762
pose 4
229.73663 233.97757 0.83131987
231.47516 231.36978 0.8450804
227.12885 231.36978 0.82473946
234.08295 233.1083 0.7955251
224.52106 233.1083 0.816652
236.69073 246.14728 0.7584526
220.17474 246.14728 0.76413023
241.90631 258.31696 0.6564965
217.56693 260.05548 0.65097487
245.38336 270.48663 0.75956935
227.99811 270.48663 0.2705811
232.34442 278.31 0.69531715
220.17474 277.44073 0.6407441
232.34442 303.51865 0.6098732
221.044 301.78012 0.57166034
231.90979 323.07706 0.48163855
219.74011 323.07706 0.4141119
pose 5
638.3608 237.05301 0.71447927
640.9107 234.50305 0.7439019
635.8108 234.50305 0.7635735
643.4607 235.35306 0.7607009
632.4108 235.35306 0.8242682
649.41064 248.10287 0.83414155
627.3109 248.10287 0.83628684
652.81055 262.55267 0.8016341
623.061 263.40265 0.8113441
646.86066 271.05255 0.8125907
631.56085 271.05255 0.8061806
646.0107 281.2524 0.77573454
631.56085 281.2524 0.7675762
646.0107 302.5021 0.6566671
633.26086 301.65213 0.6160457
647.28564 319.0769 0.36421832
633.68585 319.0769 0.39199483
pose 6
922.1045 186.0622 0.43424726
928.4292 178.0509 0.3914553
922.9478 178.47255 0.41421157
936.01886 179.73749 0.27795827
919.9963 177.62926 0.5186278
935.5972 184.37561 0.21656376
915.35815 182.68903 0.36647797
938.9704 189.43538 0.14285539
914.9365 187.7488 0.28335577
933.48895 189.01373 0.34467572
913.24994 188.17043 0.19075209
932.22406 201.2415 0.20131412
919.15295 202.92809 0.2253561
914.51483 186.0622 0.049929623
913.24994 185.64055 0.13801554
922.1045 189.43538 0.068991445
918.3097 190.70032 0.09523217
pose 7
546.0152 133.0811 0.5367575
547.3663 131.27968 0.58579296
545.5649 131.27968 0.5858337
549.61804 133.0811 0.3568877
550.51874 135.33287 0.2967145
539.7102 145.24069 0.33238053
556.8237 144.33998 0.3425466
560.87695 158.75137 0.25966465
560.4266 158.75137 0.3515543
558.6252 164.606 0.13043378
536.10736 166.85777 0.110570595
542.41235 170.46062 0.21170345
554.57196 170.01027 0.15814255
536.10736 173.61311 0.044878796
552.9957 177.8915 0.05642576
532.5045 171.81169 0.04017068
561.3273 161.00314 0.038078614
pose 8
787.43506 156.2782 0.6851867
789.4174 154.69229 0.7234733
786.2456 154.29582 0.7301837
793.3822 154.69229 0.5707344
784.6597 154.29582 0.5862114
797.7434 164.60417 0.36420912
779.90204 164.2077 0.5475197
802.8976 176.10194 0.35855535
776.7302 175.309 0.31443313
799.3293 180.46318 0.2323551
787.0386 180.85965 0.20765607
793.7787 185.61736 0.33520082
782.2809 185.22087 0.3837924
797.1487 189.38387 0.062914275
782.08264 189.38387 0.06999769
801.3117 179.27374 0.043433912
788.6245 180.85965 0.049509626
pose 9
1076.1633 290.91443 0.9074511
1080.4254 286.65234 0.9270535
1077.584 286.65234 0.88300407
1088.9495 289.4937 0.8800946
1087.5288 288.07306 0.50365204
1094.6323 307.9627 0.7998279
1086.1082 306.542 0.7402969
1093.2115 333.5351 0.6483032
1083.2667 327.85236 0.56672037
1076.1633 344.90057 0.81492174
1070.4806 339.21783 0.63682115
1094.6323 352.00403 0.61373985
1083.2667 347.742 0.5874829
1049.1702 356.2661 0.6908493
1047.7495 356.2661 0.59320074
1049.1702 394.6247 0.60194516
1052.0116 394.6247 0.47429276
pose 10
1076.5687 290.42365 0.82377356
1080.2001 287.39752 0.83601767
1077.7792 286.7923 0.82376957
1089.2784 290.42365 0.81354314
1087.4628 290.42365 0.41608799
1095.9359 306.7648 0.59384304
1082.621 304.9491 0.47205475
1095.3307 328.55295 0.26208118
1080.8053 326.13205 0.27351716
1087.4628 338.84183 0.18982555
1069.3059 332.78955 0.14074573
1094.4229 341.56534 0.26039857
1083.2262 340.6575 0.21978775
1066.5824 341.56534 0.09565123
1066.5824 341.56534 0.10998743
1088.3706 341.56534 0.085199706
1088.3706 341.56534 0.037738547
pose 11
459.44223 230.83763 0.7953969
461.3813 228.25224 0.7899789
457.5032 228.25224 0.7772514
464.613 228.89857 0.7976978
453.62512 228.89857 0.68293583
472.36917 243.76454 0.68202627
447.16168 244.4109 0.64612466
478.8326 259.27686 0.6032066
441.34457 259.27686 0.579527
475.6009 271.55743 0.7497823
444.5763 272.20377 0.71387386
469.78378 279.95993 0.5076586
452.9788 279.95993 0.5121399
470.10693 290.62463 0.13388439
