frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,721.8696,271.34778,725.65076,271.34778,721.8696,270.08737,730.69226,275.12894,719.34875,273.86853,729.4319,283.95163,715.5676,281.43085,734.4734,280.17047,710.5261,276.3893,735.73376,266.3062,723.13,270.08737,721.8696,316.72165,709.26575,315.46124,720.60913,346.9709,715.5676,345.7105,723.13,370.9182,721.8696,369.65784
1,724.3918,269.49994,726.8693,267.0224,724.3918,268.26117,730.58563,271.97748,721.9142,270.7387,731.8244,283.12646,714.48157,278.17136,736.7795,281.8877,707.04895,267.0224,734.30194,268.26117,721.9142,263.30606,720.6754,314.0958,707.04895,311.61826,720.6754,345.06516,709.5265,341.34882,721.9142,371.07938,718.1979,366.1243
2,727.0059,272.05096,729.6939,270.707,728.3499,269.36304,735.06976,273.39493,727.0059,272.05096,732.3818,285.4906,717.5982,276.08286,732.3818,300.27423,706.8465,262.6432,735.06976,286.83456,713.5663,253.23544,720.28613,315.05783,708.1904,309.68198,718.94214,344.62506,706.8465,340.59317,721.63007,371.50436,716.2542,366.1285
3,729.381,270.93964,732.3276,269.46634,729.381,269.46634,735.27423,275.35956,727.9077,269.46634,733.8009,287.146,717.59454,273.88626,732.3276,304.82562,708.75476,260.62653,733.8009,291.5659,708.75476,247.36679,719.0679,315.13873,705.80817,309.24554,717.59454,346.0781,702.8615,341.6582,722.01447,375.54416,713.1747,363.75775
4,734.59845,275.8179,735.99786,274.4185,731.7996,273.01907,735.99786,277.21732,727.6014,271.61966,734.59845,289.81204,717.8055,275.8179,735.99786,298.20853,710.8084,264.62256,733.19904,285.6138,708.0096,253.42725,717.8055,316.40094,706.61017,310.80328,717.8055,345.78867,702.4119,344.38925,719.2049,373.77698,710.8084,366.77988
5,729.91895,280.7333,732.2816,279.55194,728.73755,277.18924,735.8257,281.91464,725.1935,277.18924,733.463,291.3655,715.7427,280.7333,735.8257,298.45364,712.1986,264.1943,729.91895,291.3655,712.1986,263.01294,718.10535,318.53668,703.9291,314.9926,716.924,349.25195,698.02234,346.88925,716.924,376.42313,705.1105,369.335
6,730.5702,284.9688,732.891,282.648,729.4098,280.3272,735.2118,284.9688,723.6077,282.648,732.891,298.89374,712.00366,288.45007,729.4098,309.3374,703.8808,302.37494,728.2494,316.2998,703.8808,312.8186,720.1265,324.42267,703.8808,320.94147,717.8057,354.59326,696.9184,349.95166,716.6453,382.44305,699.2392,373.1598
7,726.18256,284.43668,729.6226,283.28998,725.0358,283.28998,733.06274,286.73007,721.5957,284.43668,734.2094,301.63718,714.7155,292.4636,727.3292,308.5174,708.98206,305.07727,725.0358,295.9037,718.15564,313.1042,718.15564,329.158,704.3952,325.7179,717.0089,358.9722,694.07495,354.3854,715.86224,384.19962,695.2216,378.4661
8,725.5759,288.08258,727.8359,286.9526,723.316,286.9526,731.2258,290.34253,719.926,289.21255,732.35583,305.03226,712.0162,300.51236,732.35583,319.72202,706.3663,315.2021,727.8359,301.64233,716.5361,326.5019,718.7961,333.28177,704.1063,328.76184,716.5361,360.40128,695.06647,355.88135,716.5361,384.13086,691.6765,383.0009
9,722.46857,291.40884,724.7256,289.15182,720.21155,289.15182,729.2397,292.53735,716.826,292.53735,730.36816,304.95105,710.0549,304.95105,731.4967,320.75027,704.4123,323.0073,729.2397,307.20807,715.69745,334.29245,716.826,336.5495,702.1553,334.29245,716.826,361.37683,694.2557,359.1198,716.826,383.94717,691.99866,387.3327
