frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,500.05145,501.83328,496.2309,498.0128,496.2309,503.7435,492.41046,503.7435,496.2309,513.2948,501.96167,513.2948,492.41046,532.3972,494.32068,498.0128,479.0387,562.9612,490.50018,482.7308,484.76947,536.21765,498.14117,574.4226,488.58997,580.1533,519.1539,610.7173,505.78217,624.089,480.94897,641.28125,482.8592,662.29395
1,497.7277,496.69165,495.8163,492.86902,495.8163,496.69165,493.905,504.33698,493.905,506.24835,499.639,511.9823,497.7277,527.273,495.8163,498.60303,486.25967,557.8543,490.08237,490.95764,486.25967,527.273,495.8163,569.3223,493.905,573.14496,514.9297,605.63763,503.4617,617.10565,480.52567,641.953,482.43704,661.0663
2,491.68704,486.63336,487.88443,486.63336,487.88443,486.63336,480.2792,503.74512,489.78574,496.1399,491.68704,509.44904,499.29227,509.44904,482.1805,488.53467,497.39096,541.7713,480.2792,515.153,484.08182,517.0543,491.68704,560.78436,501.19357,562.68567,503.09488,604.51447,501.19357,606.4158,484.08182,644.44196,487.88443,652.0472
3,490.17673,480.89874,486.3491,478.98492,486.3491,482.81256,478.69376,498.12323,486.3491,492.3817,495.91824,498.12323,492.0906,507.69238,484.43527,484.72644,490.17673,509.6062,478.69376,503.86475,480.60757,507.69238,497.83206,549.7967,503.57358,555.5382,495.91824,597.64246,503.57358,599.55634,486.3491,637.83295,492.0906,647.4021
4,486.8035,478.39972,482.76535,476.38068,482.76535,480.41882,474.68906,488.49512,482.76535,484.45697,482.76535,504.6477,494.8798,500.60956,513.0515,496.5714,509.01334,500.60956,488.82254,500.60956,490.84164,500.60956,492.86075,547.0483,506.99423,549.0674,494.8798,593.48706,506.99423,597.5252,482.76535,629.8304,496.8989,641.9448
5,482.87408,470.97885,478.84912,472.99136,478.84912,472.99136,474.8241,483.05386,480.86157,481.04135,492.93665,489.0914,488.91162,499.15396,519.09924,472.99136,490.92413,513.24146,507.02417,477.0164,502.99915,491.1039,496.96167,547.4541,509.03668,547.4541,492.93665,589.7168,515.0742,591.72925,480.86157,627.95435,498.97412,638.01697
6,480.88635,468.69287,478.64148,468.69287,478.64148,470.93774,471.9068,484.4071,480.88635,479.9173,474.15167,497.87646,496.6006,484.4071,474.15167,486.65198,516.8046,459.71332,474.15167,470.93774,516.8046,441.75415,492.11084,547.26404,512.3148,545.01917,489.86597,587.67206,519.0495,589.917,478.64148,628.08014,498.84552,630.325
7,481.60663,469.80414,479.20923,469.80414,481.60663,469.80414,472.01697,481.7912,481.60663,476.9964,472.01697,498.57318,498.38855,484.18866,472.01697,493.77832,512.7731,453.02216,464.8247,479.3938,519.96533,426.65057,491.1963,546.52155,512.7731,541.72675,488.7989,587.2777,522.3628,587.2777,476.81177,628.0339,503.1834,628.0339
8,484.13922,470.16553,481.7699,470.16553,481.7699,472.5349,472.29254,484.3816,481.7699,479.64288,474.66193,503.33624,498.3553,484.3816,477.03125,503.33624,510.20197,453.5802,500.7246,505.70557,514.9406,432.25616,493.61658,548.35364,512.5713,543.6149,486.5086,588.6323,526.7873,583.8936,477.03125,631.28033,510.20197,626.5417
9,487.59592,477.72983,485.52744,475.6614,485.52744,475.6614,473.1168,483.9352,485.52744,479.7983,479.3221,498.41434,479.3221,502.55118,508.28036,473.59293,491.73276,512.89343,510.3488,452.90848,495.86966,492.20895,491.73276,548.057,510.3488,548.057,485.52744,593.56287,531.0333,581.1522,479.3221,634.93176,518.62256,624.5896
10,483.77228,486.40692,478.2268,488.25537,485.62073,484.5584,474.52985,490.10388,487.46924,482.70996,476.37836,508.58868,502.25708,493.80084,483.77228,527.07355,511.4995,480.86145,504.1056,490.10388,500.40863,490.10388,491.1662,554.8008,515.1965,551.1038,485.62073,595.4674,531.8328,582.528,480.07532,639.831,524.4389,625.04315
11,485.67297,490.73145,483.8604,488.91882,485.67297,488.91882,476.6101,494.35657,492.92328,487.10626,478.42273,514.29486,507.4239,499.7943,482.04785,532.4206,503.7987,496.16913,492.92328,512.4823,501.98615,499.7943,491.11072,559.6092,518.2993,557.79663,483.8604,599.4858,532.79987,584.98517,480.2353,642.9875,532.79987,623.0492
