frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,637.2165,328.90186,638.57666,326.18158,637.2165,326.18158,646.7375,326.18158,641.29694,326.18158,652.17804,335.70255,648.0976,338.42282,645.3773,345.2235,637.2165,342.50323,627.69556,338.42282,626.3354,337.06268,661.699,377.86685,656.2584,379.22696,658.9787,410.51016,656.2584,410.51016,658.9787,437.71292,658.9787,436.35275
1,636.8469,330.06674,638.17883,326.07098,635.515,327.40292,644.83844,326.07098,640.8427,327.40292,652.82996,336.72635,644.83844,339.39017,646.17035,344.71786,635.515,343.38593,626.1916,338.05826,624.8597,336.72635,663.4853,378.0158,654.16187,378.0158,660.8215,411.31378,655.4938,409.98184,658.1576,437.95212,659.48956,437.95212
2,635.9188,330.46323,637.2435,326.489,634.59406,327.81375,645.192,326.489,635.9188,329.1385,651.8157,337.08694,643.86725,339.73645,645.192,345.0354,635.9188,342.38593,625.32086,338.41168,623.9961,337.08694,665.0631,376.82922,654.4652,378.15396,659.76416,411.27252,655.7899,409.94778,658.4394,437.7674,659.76416,437.7674
3,634.88715,330.66168,636.2096,328.01678,633.5647,329.33923,644.1443,328.01678,633.5647,330.66168,652.079,337.2739,642.82184,341.24124,644.1443,346.53104,630.9198,341.24124,625.63,339.9188,624.30756,337.2739,665.3034,378.26974,654.7239,378.26974,660.0137,411.33093,654.7239,410.00848,658.6912,437.77985,660.0137,437.77985
4,635.02686,332.1005,636.3536,328.12027,633.70013,329.44702,644.314,329.44702,633.70013,332.1005,650.9477,337.40744,641.6605,341.38763,644.314,348.0213,632.3734,357.30844,624.41296,340.06088,623.08624,338.73416,664.215,378.53616,653.60114,378.53616,660.2348,411.70453,654.92786,410.3778,658.9081,438.23923,658.9081,438.23923
5,634.1257,332.98926,635.44025,329.04553,632.8111,330.3601,643.3277,329.04553,632.8111,332.98926,651.21515,338.2476,640.69855,342.1913,644.6423,348.7642,634.1257,350.07877,624.92365,342.1913,622.2945,339.56216,665.6755,377.68484,655.1589,377.68484,660.4172,410.54922,655.1589,410.54922,659.1026,438.1553,659.1026,438.1553
6,633.09064,334.4141,635.64514,330.58234,631.81335,331.8596,643.30865,330.58234,634.36786,333.13684,649.6949,338.24585,640.75415,344.6321,644.5859,348.46387,635.64514,356.12738,624.14984,342.0776,622.8726,342.0776,665.0219,379.11795,654.8039,380.39517,661.1902,412.3265,654.8039,411.04926,658.6357,437.87155,659.9129,437.87155
7,631.844,335.1926,634.3838,331.38293,630.5741,332.6528,642.0031,331.38293,634.3838,333.9227,649.62244,340.27216,639.4633,345.3517,645.8128,349.16138,635.6536,356.78073,624.2247,344.08182,625.4945,366.93985,666.13104,378.3689,654.702,380.90866,661.05145,411.38605,652.16223,408.84625,657.2418,438.05377,657.2418,435.51398
8,632.7999,335.69385,634.066,333.16168,631.5338,333.16168,641.66266,331.89557,631.5338,334.4278,649.2593,340.7583,639.13043,347.0888,647.99316,349.62103,639.13043,358.48376,626.46936,345.8227,627.7355,367.3465,665.7186,378.74146,654.32367,380.00757,660.65424,410.3941,650.5254,407.86194,655.5898,440.78064,658.122,434.45013
9,631.379,338.0725,632.6301,334.31915,630.1279,335.57025,640.1368,333.06805,631.379,335.57025,650.1457,341.8258,640.1368,348.08136,648.8946,349.33246,640.1368,361.84357,632.6301,349.33246,630.1279,369.35022,666.4101,379.35913,653.899,380.61023,661.4057,411.888,650.1457,408.13464,656.40125,440.66345,656.40125,434.40796
10,629.7477,339.07156,632.3434,336.47586,629.7477,336.47586,640.1305,335.178,631.04553,336.47586,650.5133,342.96515,638.83264,348.15656,651.81116,346.8587,638.83264,362.43292,638.83264,349.4544,629.7477,370.22003,667.38544,380.60284,654.40686,381.9007,662.194,411.7513,650.5133,411.7513,658.3004,440.30405,655.7047,431.2191
11,630.3412,339.6972,632.8551,335.9264,629.0842,337.18335,640.3967,334.66943,630.3412,337.18335,650.45215,342.21106,636.62585,351.00964,660.5077,347.23883,637.8828,364.83594,645.42444,348.4958,630.3412,376.14838,668.0493,381.17615,654.223,382.4331,661.76465,412.5996,651.7091,411.34265,656.73694,440.25226,654.223,431.45367
12,630.71387,339.01904,633.1122,335.42157,629.5148,336.62073,640.307,334.22247,630.71387,337.8199,653.4977,341.4173,636.7096,352.20966,667.8873,342.61646,637.9087,368.99768,659.4934,347.41302,631.91296,383.3874,666.68823,379.78998,653.4977,383.3874,661.8916,412.16693,649.90015,412.16693,657.0951,439.74725,654.6968,430.1541
13,631.9103,337.77716,634.46954,333.9383,630.6307,335.21796,642.1473,332.6587,631.9103,337.77716,656.2231,337.77716,635.74915,351.85303,671.57855,341.61603,635.74915,373.60663,666.4601,349.29376,631.9103,388.9621,667.7397,380.0047,652.3842,383.84357,661.3416,413.2749,648.54535,410.71564,656.2231,440.14697,653.6639,429.90997
14,634.0243,337.13925,635.3505,333.16052,632.69806,334.48676,643.308,330.50803,632.69806,335.81302,659.2229,337.13925,636.6768,351.72794,673.8116,341.11798,636.6768,370.29535,668.50665,338.46548,632.69806,387.5365,667.1804,378.2528,651.26544,382.2315,661.8754,411.40887,647.28674,407.43015,656.57043,440.58624,653.91797,431.30255
15,634.73193,336.42603,636.0669,331.08618,633.397,333.7561,644.07666,328.41626,633.397,335.09106,660.0962,335.09106,638.7368,348.44067,674.78076,340.4309,638.7368,365.79517,666.771,336.42603,634.73193,379.14478,666.771,376.47485,650.75146,379.14478,662.7661,409.84888,648.08154,408.51392,656.0913,440.55298,653.4214,429.8733
16,637.1522,334.66177,638.5119,330.58267,634.4328,333.30206,645.3104,327.86328,635.79254,334.66177,660.2671,336.02145,639.87164,346.89905,675.22375,340.10056,643.9507,364.57513,668.4253,336.02145,654.8283,357.77664,664.3462,375.4527,649.3895,376.8124,661.6268,409.44516,646.6701,409.44516,656.188,439.35852,650.7492,429.84064
17,637.8987,333.0693,639.2687,328.95935,635.1587,331.69934,646.11865,327.58936,635.1587,333.0693,659.8185,334.4393,639.2687,344.0292,674.8883,338.54926,644.74866,346.76917,668.0383,335.8093,657.0785,339.91925,665.29846,374.16888,648.8585,376.90884,662.5585,409.7885,646.11865,409.7885,657.0785,439.92822,648.8585,430.33832
18,639.21014,329.40387,641.3924,327.22162,637.0279,327.22162,647.9391,327.22162,637.0279,329.40387,658.85034,335.9506,639.21014,340.31506,669.76154,335.9506,643.57465,340.31506,669.76154,327.22162,663.2148,325.03937,665.39703,375.23096,650.12134,379.5954,661.0326,412.32904,645.7569,410.1468,656.6681,440.69818,647.9391,431.96924
19,639.5715,328.83905,642.4471,325.96344,638.13367,327.40125,649.6361,324.52563,638.13367,328.83905,661.13855,334.59027,639.5715,338.9037,671.2031,338.9037,648.1983,336.02808,664.0141,333.15247,664.0141,320.21222,665.4519,374.84875,649.6361,376.28656,662.5763,410.79382,645.3227,410.79382,658.26294,439.54987,643.8849,429.48523
20,645.16003,328.08386,645.16003,323.64423,640.7204,325.86404,651.81946,321.42444,640.7204,325.86404,660.69867,336.96307,640.7204,336.96307,671.7977,341.4027,647.3798,334.7433,678.45715,334.7433,665.1383,316.9848,665.1383,376.91962,649.5997,379.1394,660.69867,412.43652,645.16003,412.43652,656.2591,441.294,642.94025,432.4148
21,644.8025,323.58313,646.624,319.9401,641.1595,321.7616,652.0885,321.7616,641.1595,325.4046,661.19604,334.51215,642.981,336.33365,672.12506,341.79816,646.624,336.33365,681.2326,338.15515,661.19604,323.58313,664.83905,376.40674,648.4455,378.22827,661.19604,412.83685,646.624,411.01532,657.55304,438.3379,642.981,431.05188
22,644.6925,322.39175,647.87024,319.21396,643.1036,320.80286,654.2258,320.80286,641.5147,323.98065,662.1703,336.69174,643.1036,336.69174,673.2925,343.04733,658.9925,327.15842,684.41473,338.28064,666.93695,316.0362,663.75916,376.414,649.45917,376.414,660.58136,411.36954,646.2814,409.78067,657.40356,439.96957,643.1036,432.02512
23,647.66284,322.6042,649.2098,319.5103,644.569,321.05725,655.39746,319.5103,643.0221,324.1511,661.58514,338.0734,644.569,336.5265,675.50745,347.35495,660.0382,325.69803,686.33594,341.16724,667.7728,314.86957,663.1321,378.29343,647.66284,376.7465,660.0382,412.32574,644.569,410.7788,656.9444,440.17035,643.0221,432.43573
