frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,631.9835,329.0609,630.54266,326.17926,631.9835,326.17926,621.8977,326.17926,630.54266,326.17926,617.5752,337.70593,633.4244,339.14673,636.306,329.0609,640.62854,349.23254,653.596,357.87756,652.15515,356.4367,621.8977,376.60834,636.306,376.60834,619.01605,409.7475,633.4244,411.1883,617.5752,437.1233,627.661,438.56415
1,624.37354,321.994,627.21014,319.15738,621.5369,320.57568,631.465,321.994,618.7004,324.83057,638.5565,337.5952,618.7004,337.5952,632.8833,326.24887,634.30164,330.50375,642.8114,313.4842,641.3931,313.4842,637.1382,377.3075,621.5369,377.3075,634.30164,411.3466,617.28204,409.9283,627.21014,439.7125,615.8638,429.78445
2,626.24915,321.427,627.653,320.0231,622.0375,320.0231,631.8647,322.83087,619.2297,325.63867,640.288,336.86978,619.2297,338.27368,631.8647,331.2542,631.8647,334.062,643.0958,315.81143,640.288,315.81143,637.4802,377.58258,623.44135,377.58258,634.6725,411.27594,615.018,408.46814,629.0569,439.3537,619.2297,429.5265
3,626.5209,323.06567,629.23456,320.35196,622.4503,321.7088,631.94824,321.7088,619.73663,327.1362,641.4462,339.34787,619.73663,339.34787,631.94824,333.92047,631.94824,336.63416,642.80304,317.63824,640.08936,318.99512,638.7325,377.3397,622.4503,375.98285,633.3051,411.26096,614.3092,408.54724,627.8777,438.39795,619.73663,430.2569
4,626.6311,324.1535,629.3574,321.4272,622.54156,321.4272,632.08374,322.79034,621.1784,326.87982,641.6259,339.14832,619.81525,340.51147,632.08374,335.05884,630.7206,337.78516,641.6259,318.7008,640.26276,320.06403,637.53644,378.68018,622.54156,377.31702,633.4469,411.39618,614.3626,408.6698,627.99426,438.6595,619.81525,430.48047
5,628.3798,324.56726,629.7325,321.86206,624.322,321.86206,633.79034,323.21466,621.61676,327.27252,640.5534,338.09344,618.91156,340.7987,632.4377,342.1513,628.3798,342.1513,641.906,323.21466,640.5534,325.91992,639.2008,377.31934,622.96936,377.31934,633.79034,411.13477,614.8537,408.4295,628.3798,438.18707,620.26416,432.7766
6,628.81946,324.8985,630.1601,320.8766,624.7975,322.21722,635.52277,323.55786,622.1162,326.2392,640.8854,338.30505,619.4349,340.9864,632.84143,343.66766,628.81946,343.66766,640.8854,324.8985,640.8854,327.57983,639.5447,375.84338,623.45685,375.84338,635.52277,410.70038,616.7536,406.6784,631.5008,437.51343,620.7756,433.49152
7,629.68115,322.73846,631.0004,320.0998,625.72314,321.41913,634.95844,322.73846,623.08453,325.37708,641.555,337.25098,620.44586,339.88965,646.83234,318.78052,629.68115,343.8476,642.8743,326.6964,638.9164,331.9737,640.2357,375.5113,624.4039,375.5113,636.2778,408.49432,617.80725,405.8557,636.2778,434.88074,620.44586,434.88074
8,630.21576,320.03696,632.9018,318.69394,627.52966,318.69394,636.93097,321.38,623.50055,324.06607,642.3031,333.46735,620.81445,337.49646,643.6461,336.15344,623.50055,345.55472,636.93097,337.49646,638.274,340.18256,640.96,371.07245,624.84357,372.4155,639.617,405.99146,619.47144,404.6484,638.274,434.19528,620.81445,434.19528
9,631.7099,318.9989,634.4209,314.93243,628.99896,316.28796,638.48737,318.9989,624.9325,320.35437,643.9093,331.19824,622.22156,335.2647,645.2648,333.90924,623.577,348.81958,637.1319,333.90924,638.48737,346.10858,642.55383,370.50732,626.288,371.8628,642.55383,403.03894,623.577,404.39447,642.55383,434.2151,620.866,434.2151
