frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,469.47272,468.05533,467.3271,465.9097,465.18152,468.05533,456.59906,476.6378,465.18152,476.6378,469.47272,478.78342,456.59906,500.2396,471.61835,457.32724,443.72534,530.2782,475.9096,438.0167,450.16217,515.2589,460.89026,545.2975,465.18152,549.58875,465.18152,590.35547,475.9096,590.35547,448.01654,628.97656,463.0359,635.4133
1,469.25122,469.52686,466.98657,469.52686,464.72186,469.52686,457.9278,476.32092,462.4572,480.85028,469.25122,478.58557,457.9278,503.49707,469.25122,460.46814,444.33972,530.6732,476.0453,437.82135,451.1338,517.08514,462.4572,544.26135,466.98657,548.79065,466.98657,591.8196,476.0453,591.8196,446.60443,628.0545,462.4572,639.3779
2,471.9031,478.4061,469.63425,476.13724,469.63425,478.4061,465.09647,480.67496,462.82755,485.21274,469.63425,485.21274,456.0209,510.1705,469.63425,462.5239,442.40756,537.3971,474.17197,442.1039,451.48312,523.7838,462.82755,548.7416,467.36533,553.2793,469.63425,594.11926,476.4409,594.11926,449.21426,628.1526,462.82755,641.76587
3,470.67795,482.80164,468.56186,480.68555,468.56186,484.91772,466.44577,482.80164,464.32968,491.266,470.67795,491.266,457.9814,514.54297,468.56186,467.989,443.1688,542.0522,470.67795,446.82806,451.63315,529.3556,470.67795,556.8648,462.2136,558.9809,483.37454,594.9544,474.9102,601.3027,449.51706,626.6958,455.86533,645.7406
4,471.03687,486.80762,469.00494,484.77563,466.97296,488.83954,469.00494,488.83954,466.97296,498.99933,471.03687,496.96735,458.8452,523.3827,466.97296,472.58398,444.62158,549.798,466.97296,452.26453,452.74933,533.5424,471.03687,561.9897,462.90912,568.0856,487.29248,598.56476,477.13275,608.7245,450.7174,627.012,454.7813,649.36346
5,474.95898,498.01358,468.91913,493.98697,468.91913,496.00027,472.94568,498.01358,464.89258,504.05344,470.93243,500.02682,458.85272,528.2129,466.90582,477.8807,444.7597,554.3856,464.89258,459.76114,454.8261,538.2793,470.93243,568.47864,462.87927,572.50525,491.0653,598.678,476.9723,610.7577,452.8128,626.8639,454.8261,649.01013
6,471.65625,495.79608,467.71783,493.8269,467.71783,495.79608,467.71783,493.8269,463.77942,505.64215,471.65625,501.70374,455.9026,529.2727,467.71783,487.91925,449.99493,556.8416,461.81018,468.22717,453.93335,533.2111,471.65625,566.6877,463.77942,570.6261,491.3484,598.19507,477.5639,610.0103,455.9026,625.76404,453.93335,649.39453
7,466.38574,486.5229,462.58258,484.62128,462.58258,488.42444,462.58258,486.5229,462.58258,497.93237,470.1889,499.83392,460.68103,522.65295,462.58258,484.62128,458.77942,556.8815,462.58258,471.31018,453.07465,522.65295,473.99207,560.68463,464.4842,566.38934,487.30316,593.01154,473.99207,608.2242,456.8778,627.24005,454.97626,646.25586
8,462.29926,482.71185,458.55298,480.83875,460.42615,482.71185,449.18738,492.07745,456.67987,490.20435,454.80676,503.31616,467.91858,499.56995,447.31427,486.45807,467.91858,537.03235,452.93365,486.45807,452.93365,514.5549,462.29926,550.14417,473.53796,552.01733,469.79175,595.09906,475.41107,596.9722,452.93365,625.06903,458.55298,641.92706
9,452.13745,472.91266,450.27972,476.62805,450.27972,476.62805,442.84894,493.34735,452.13745,484.05884,453.99512,500.77814,463.28363,498.9204,453.99512,504.49353,459.56824,508.20892,444.70667,506.3512,450.27972,508.20892,465.1413,541.6474,481.86053,541.6474,465.1413,586.2321,480.00287,588.0898,450.27972,625.2437,465.1413,632.6745
10,448.48752,473.4136,444.7324,471.5361,444.7324,471.5361,439.09982,488.434,444.7324,480.9238,450.36508,503.4543,463.50784,492.18906,457.8752,516.5971,482.2833,482.80136,465.3854,490.31155,463.50784,490.31155,467.26297,542.88275,482.2833,539.1276,459.75278,584.1887,487.91592,586.0662,444.7324,621.73956,467.26297,629.24976
11,442.7138,472.8553,440.69818,472.8553,442.7138,474.8709,436.66687,484.9491,442.7138,482.93347,446.74506,503.08984,460.85455,486.96472,470.93274,474.8709,472.94836,470.83966,474.964,458.74585,474.964,454.71454,468.91705,543.4026,485.04218,539.3713,456.82324,581.69965,497.136,585.73096,438.68256,617.9811,470.93274,624.028
12,444.7573,475.1751,440.24075,475.1751,442.49905,475.1751,435.72427,490.98285,442.49905,481.94983,442.49905,502.2741,460.56497,484.20807,435.72427,493.2411,474.11447,450.3344,460.56497,477.43335,476.3727,425.4937,465.0815,542.92255,485.40573,540.66425,453.79025,581.3127,503.4717,581.3127,433.46603,615.1864,478.631,617.44464
