frame 0
pose 0
504.57532 427.89053 0.9093019
508.02148 426.1675 0.92253226
504.57532 424.44443 0.92142147
516.6368 429.61362 0.9163086
504.57532 424.44443 0.6637544
521.80597 448.5673 0.84572494
499.4062 438.2289 0.8941627
539.03656 457.1826 0.88264734
490.7909 434.7828 0.7339682
547.65186 477.85928 0.82612634
473.56024 433.05972 0.8300144
530.42126 491.64377 0.79459757
514.9137 491.64377 0.8108399
535.59045 529.5511 0.8738164
514.9137 529.5511 0.8818451
544.20575 570.90454 0.8756138
520.0829 565.73535 0.84135675
pose 1
532.4359 317.7467 0.9654478
534.82684 314.1603 0.9451835
530.045 314.1603 0.95635104
540.8042 315.35577 0.9446486
527.65405 315.35577 0.89777654
547.9769 326.11496 0.8598996
530.045 329.70135 0.9158145
564.71344 336.87415 0.9197958
537.2178 347.63333 0.7794154
563.518 356.0016 0.87899184
534.82684 359.58798 0.7881254
564.71344 356.0016 0.7246457
550.3679 361.9789 0.7412161
570.6908 385.8882 0.8600407
543.1951 381.10635 0.84687936
591.0137 400.23376 0.8685036
550.3679 407.40656 0.81717396
pose 2
168.23288 375.617 0.84661025
166.48373 373.86786 0.86087656
163.86005 374.74243 0.87132645
156.86346 379.98984 0.4641771
155.98889 379.11526 0.7214295
162.98547 396.6067 0.4944658
155.98889 399.23038 0.5262342
172.60574 420.22006 0.52283305
167.3583 426.34204 0.29243678
186.59885 431.58948 0.6785139
184.8497 436.83688 0.4644722
162.98547 445.58258 0.19193564
162.1109 449.95544 0.2891664
209.77496 445.14532 0.20194753
209.77496 452.14188 0.18442509
209.77496 462.63672 0.059682496
209.77496 453.891 0.03679518
pose 3
188.56335 240.2309 0.88672656
190.57909 237.2073 0.9388289
186.5476 238.21518 0.9001303
192.59482 239.22305 0.8375255
182.51614 240.2309 0.87530684
198.64203 251.31744 0.8399025
177.4768 252.32532 0.84047437
204.68924 265.4276 0.70849943
174.4532 269.45908 0.7618502
202.6735 276.51416 0.6341415
184.53188 277.52203 0.40679076
197.63416 283.5692 0.74737257
183.52402 283.5692 0.73132825
199.6499 306.75018 0.69408345
184.53188 307.75806 0.6934143
202.6735 327.9154 0.587195
185.53975 328.92328 0.5268016
pose 4
816.12994 240.92126 0.82488006
818.1243 238.92691 0.82256174
814.63416 238.92691 0.8344003
821.11584 240.42267 0.8000534
812.1412 239.9241 0.84696674
826.6004 252.88751 0.66231537
806.1581 252.38892 0.64432037
829.0934 267.84528 0.55844545
803.6651 266.8481 0.5155396
825.1046 276.32138 0.6074958
809.14966 276.32138 0.5908105
823.1102 276.32138 0.5197818
808.15247 277.81714 0.45102337
823.6088 280.31012 0.23378466
811.144 280.80872 0.22618063
813.13837 274.8256 0.21936882
809.64825 276.81998 0.124083444
pose 5
232.13304 234.28008 0.851202
233.94997 232.46315 0.8634052
230.31609 231.55467 0.8383061
235.76689 234.28008 0.70398843
225.77376 233.3716 0.83194983
238.4923 246.09013 0.7849278
220.32298 246.09013 0.7755434
243.03462 258.80865 0.75735945
215.78062 260.62558 0.6148969
244.85155 271.5272 0.7939735
219.4145 271.5272 0.40448907
233.04149 275.16104 0.7228833
221.23143 276.06952 0.7069773
233.04149 296.96426 0.63513625
222.13991 296.96426 0.63982636
233.04149 318.76746 0.49088672
222.13991 318.76746 0.52814907
pose 6
636.97327 238.36339 0.75568575
639.3362 235.21284 0.7643994
635.398 235.21284 0.8014654
643.27435 236.00047 0.7574663
632.2475 236.00047 0.850949
648.78784 247.81502 0.8218555
627.52167 248.60265 0.79238784
652.726 262.7801 0.7378243
622.79584 263.56772 0.8039259
646.4249 272.23172 0.6993094
633.82275 270.65646 0.6091697
645.63727 282.47098 0.68838346
631.45984 282.47098 0.6905363
645.63727 301.37424 0.40797785
632.2475 301.37424 0.4399381
646.8187 310.43204 0.19960135
632.6413 310.43204 0.15911624
pose 7
1077.3242 291.47418 0.8958275
1080.7407 288.05762 0.90348804
1078.1783 287.20343 0.86068726
1090.9905 290.62006 0.86718506
1089.2822 289.76587 0.43942982
1094.4071 309.41125 0.65560263
1084.1573 305.9947 0.5264443
1095.2612 340.16058 0.470049
1079.8866 330.76495 0.43031543
1076.47 346.13965 0.7375329
1067.9286 338.45233 0.44641078
1094.4071 351.26453 0.39558455
1081.5948 348.7021 0.31272605
1067.9286 358.09772 0.18709195
1049.9915 354.6811 0.1934409
1045.2936 367.9204 0.02653791
1043.5853 369.62866 0.027174896
pose 8
925.52515 177.41873 0.5486945
926.2689 175.18736 0.63054186
923.66565 175.55927 0.5628171
929.2441 175.18736 0.53089964
921.0624 175.55927 0.5942101
935.5663 180.39389 0.3331846
913.9964 183.74095 0.47717485
930.7317 186.34421 0.20932548
912.88074 186.71611 0.2460321
919.20294 184.11284 0.24996503
931.84735 185.60042 0.3416369
927.75653 198.61674 0.114354804
916.5997 202.70758 0.1426809
926.6408 176.30305 0.070900574
921.43427 185.97232 0.087693736
919.20294 184.85663 0.1432146
930.7317 187.83179 0.18822204
pose 9
458.48285 229.66685 0.7972343
460.41995 227.08406 0.7907689
456.54575 227.08406 0.794061
463.00275 227.72975 0.81585145
453.31726 228.37547 0.7163937
472.04254 243.22655 0.6494979
446.86026 244.51796 0.6712287
478.49954 259.36905 0.60899764
441.04895 260.01477 0.5185091
475.91675 272.28305 0.6865494
443.63174 272.28305 0.5694735
469.45975 281.32285 0.50068146
452.02585 281.96854 0.5244921
472.04254 288.42554 0.07156269
429.7492 290.6855 0.080053166
475.91675 281.96854 0.059112087
453.31726 288.42554 0.064412914
pose 10
1077.5403 290.99564 0.760937
1080.9994 288.11298 0.7945471
1078.1168 286.95993 0.7484126
1090.8004 290.4191 0.736806
1090.2239 290.99564 0.2954941
1095.4127 305.4089 0.50337774
1084.4586 304.83237 0.30603293
1095.4127 327.8936 0.24742313
1081.5759 324.4344 0.14324248
1088.7826 338.5594 0.1328739
1079.2698 337.6946 0.11639067
1094.5479 338.5594 0.14854793
1088.7826 338.5594 0.13896145
1097.7188 335.3885 0.036855333
1067.7393 337.6946 0.044918396
1091.0887 338.5594 0.05648077
1094.5479 338.5594 0.028124325
pose 11
311.3825 148.039 0.39696458
314.035 146.44751 0.44691566
309.2605 146.44751 0.47744536
318.80954 146.97801 0.29377794
304.486 146.97801 0.18781097
319.87054 162.89307 0.108900495
300.24197 160.24055 0.08502885
316.68753 169.25908 0.05029939
300.24197 182.52162 0.030476617
312.4435 178.8081 0.054340903
303.95547 181.99112 0.10891915
315.62653 158.11855 0.029367344
303.95547 152.28302 0.06167585
316.157 167.13707 0.20854701
305.01648 168.19807 0.16571109
314.56552 184.11313 0.1714267
304.486 183.58263 0.22410661
pose 12
1077.1996 290.84207 0.9376546
1081.1443 288.21228 0.8740955
1078.5144 286.89737 0.81712633
1091.6635 290.84207 0.86776376
1085.089 289.52716 0.3778678
1095.6082 307.93576 0.695357
1083.774 306.62088 0.6030999
1095.6082 336.86356 0.65639865
1075.8846 327.65927 0.44130602
1077.1996 346.06787 0.80396485
1067.9952 339.49338 0.49907497
1092.9784 356.58707 0.4269776
1079.8293 352.64236 0.44662628
1060.1058 368.42117 0.31662753
1049.5867 363.16156 0.37863645
1053.5314 405.23837 0.3400718
1050.9016 402.60855 0.34032828
pose 13
753.605 130.97838 0.32994416
755.3136 128.41537 0.32261023
752.7506 129.69687 0.3022168
758.73096 129.2697 0.24350558
749.7604 129.69687 0.25626656
763.4298 143.79337 0.38854304
743.78015 142.93904 0.39530835
767.7014 160.02571 0.16598412
738.65405 162.16154 0.2293351
757.44946 146.78354 0.09273278
738.65405 168.9962 0.057932287
761.9347 172.62712 0.1629576
746.55664 172.62712 0.11107177
757.44946 149.7737 0.03484462
745.4888 145.07487 0.03647785
763.6433 172.62712 0.04345129
755.7407 147.63786 0.030398436
frame 1
pose 0
493.3389 427.13818 0.9113788
498.5483 425.40167 0.93136966
495.07535 423.66522 0.91998845
507.23068 430.61115 0.905841
493.3389 425.40167 0.689473
512.44006 446.23938 0.9119354
488.1295 441.02997 0.8928933
533.2777 453.18524 0.9355318
462.08237 435.82056 0.88996065
541.9601 468.81354 0.8721732
436.0353 425.40167 0.81336385
524.5954 491.38763 0.7709066
507.23068 491.38763 0.8331937
531.54126 531.3265 0.84341407
502.02127 527.8536 0.87440574
547.16956 567.7924 0.8885148
500.28482 567.7924 0.8531382
pose 1
533.37933 316.5606 0.9332787
535.7736 312.96918 0.94426227
530.985 312.96918 0.93597674
541.7594 314.16632 0.9136335
527.39355 315.36346 0.93869436
548.9423 326.13788 0.84714454
529.78784 329.7293 0.93992317
565.7025 336.91223 0.9051053
538.16797 346.4895 0.73939407
564.5054 356.06677 0.8820258
534.5765 359.6582 0.82150817
560.9139 356.06677 0.72505325
548.9423 359.6582 0.76910454
565.7025 384.79846 0.8706384
540.56226 378.81268 0.8855256
586.0542 401.55865 0.8601527
550.13947 406.3473 0.8706486
pose 2
168.01765 376.04672 0.8282004
166.3446 373.53717 0.8466728
163.83505 374.3737 0.89343154
157.97942 378.55627 0.4769626
156.30637 380.2293 0.7623797
162.162 396.95972 0.52270013
152.12376 399.4693 0.5125889
173.03677 420.3823 0.53796756
164.67157 427.07446 0.4069986
186.4211 431.25705 0.71993804
183.91153 435.43967 0.51804537
171.36372 439.62225 0.33937326
162.99852 444.6414 0.40183303
207.75237 436.69446 0.33528253
199.80542 448.82397 0.3271679
207.75237 455.0979 0.07294991
207.75237 455.0979 0.063758746
pose 3
188.94766 239.88371 0.89597476
190.93184 237.89952 0.89619845
186.96347 237.89952 0.8844251
192.91602 238.89162 0.8498135
182.99512 239.88371 0.8838389
198.86855 250.79668 0.8438405
177.04257 252.78087 0.84246576
204.82109 265.67804 0.70322526
174.06631 269.64636 0.7475344
203.829 276.591 0.61856097
177.04257 282.54358 0.42087087
197.87646 283.53564 0.7202116
183.98721 283.53564 0.69597197
198.86855 306.3537 0.6250652
185.97139 307.34576 0.61520505
200.85272 327.18756 0.46648473
185.97139 328.1797 0.4264196
pose 4
231.16768 234.41728 0.82162845
232.88249 231.84502 0.89641297
229.45284 231.84502 0.87199056
235.45473 234.41728 0.7244886
226.02318 233.55986 0.82207745
238.02696 246.42104 0.80678004
220.87871 245.56364 0.7703075
242.31404 258.4248 0.7051701
215.73424 259.28223 0.57325405
245.74367 271.286 0.784036
220.02132 270.4286 0.32562652
232.88249 277.28787 0.64977545
220.87871 276.43048 0.6391911
232.02507 299.5806 0.589388
221.73613 300.43802 0.51969576
233.3112 321.44464 0.41683543
223.02223 321.44464 0.41436875
pose 5
816.66064 240.90552 0.83395994
818.17975 239.38641 0.8677607
814.6352 238.88007 0.87477946
821.2179 240.39914 0.7916244
812.10345 240.39914 0.84057665
826.78784 252.55173 0.7097803
806.02716 252.55173 0.6812099
829.3196 267.2361 0.6293134
802.989 266.22342 0.541877
825.26874 275.8442 0.6545266
809.0653 275.8442 0.65997946
823.2433 276.85693 0.63238245
810.078 276.3506 0.48411793
823.2433 280.9078 0.32110608
811.0907 279.89508 0.3752648
815.64795 285.97137 0.13056758
799.44446 285.46503 0.07920862
pose 6
636.5174 238.33977 0.7501182
638.95044 235.90675 0.7326229
635.7064 235.90675 0.81118166
642.19446 236.71776 0.77778065
