frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,654.7798,309.66776,657.1369,307.31058,652.4226,307.31058,660.67267,307.31058,647.7083,309.66776,667.7441,317.9178,641.8154,322.63208,679.52985,320.27493,634.74396,336.775,684.2442,335.59644,632.3868,352.0965,665.38696,349.73935,650.0654,349.73935,674.81555,374.48944,640.63684,375.66803,684.2442,402.7753,638.27966,402.7753
1,654.2004,314.07733,656.5628,310.5337,650.65674,310.5337,660.10645,311.7149,647.11316,312.89612,667.1937,321.1646,641.2071,325.8894,679.0058,329.43304,634.1198,341.24518,681.3682,343.6076,630.5762,356.6009,664.8313,353.05725,648.2944,353.05725,674.281,376.68146,638.84467,376.68146,686.0931,403.8493,631.7574,403.8493
2,654.14355,317.47736,656.46344,315.15747,651.82367,315.15747,661.1033,316.3174,647.18384,317.47736,668.063,326.757,640.2241,330.23682,678.5025,337.19653,634.4244,347.6361,677.3426,352.2759,629.7846,361.5555,664.5831,355.75574,647.18384,355.75574,676.1826,381.2747,639.0642,376.6349,687.78217,404.4737,628.62463,400.99384
3,653.36414,323.0929,656.7797,320.81586,651.08716,320.81586,660.1953,323.0929,647.6716,323.0929,667.0264,333.33957,639.7019,335.6166,678.4116,344.72476,634.00934,351.55588,674.99603,357.24847,628.3167,367.49515,664.7494,360.66403,647.6716,361.80255,674.99603,382.29593,634.00934,384.57297,687.5198,403.9278,623.76263,408.48187
4,654.44495,328.2042,657.6333,326.0786,652.3194,326.0786,660.82166,329.267,648.06824,328.2042,667.19836,340.9576,640.6287,340.9576,681.0146,354.77383,633.1892,356.8994,676.7635,370.71564,627.8753,370.71564,662.94727,363.27612,647.00543,364.3389,674.6379,382.40628,634.252,387.72018,687.3913,402.5992,621.4986,408.97592
5,655.5043,332.8563,658.66986,331.8011,654.44904,330.74588,661.8355,333.9115,650.2283,332.8563,668.1667,345.51874,642.8418,344.4635,681.88434,360.29156,635.4554,358.18115,677.6635,372.954,629.1242,370.8436,665.0011,366.6228,649.17303,366.6228,673.44275,381.39563,637.5658,386.67166,686.10516,402.4997,622.79297,407.77573
6,658.8178,332.17554,661.9571,330.08264,656.7249,330.08264,666.1428,332.17554,653.58563,332.17554,670.32855,345.7791,646.2606,344.73273,681.8393,362.52203,637.88916,358.3363,676.6071,374.03278,629.5177,371.93994,667.1892,366.70776,651.49274,366.70776,672.4214,380.3114,636.8427,388.68286,684.9786,406.47217,622.1927,408.56506
7,663.3512,330.18274,666.4105,328.14316,661.3116,328.14316,669.4699,332.22232,657.2324,330.18274,674.56885,344.45978,650.09393,341.4004,683.74695,363.83572,642.9554,353.63785,672.52924,374.0336,637.85645,361.79614,671.50946,365.8753,655.1929,365.8753,674.56885,382.1919,640.91583,386.27106,685.7865,409.7262,622.55963,407.6866
8,668.1593,325.48834,671.31415,323.38507,667.10767,323.38507,674.469,327.59155,662.9012,326.53992,678.6755,339.15936,655.53986,338.10773,684.98517,361.24335,648.1785,351.7788,672.3658,367.5531,642.9204,360.19177,676.57227,365.44983,660.798,364.39825,677.62384,383.3274,645.0237,383.3274,686.0368,408.56622,626.09454,405.41138
9,673.21967,320.65756,675.4019,318.47534,671.0375,318.47534,679.76636,321.7487,667.7641,320.65756,683.03973,334.84204,661.2174,332.65982,687.4042,355.5732,654.6707,346.8443,674.3108,361.0288,649.21515,354.48212,681.9486,362.1199,666.67303,362.1199,680.8575,382.8511,651.3974,381.75998,687.4042,409.03784,632.84845,403.58228
