frame 0
pose 0
659.4391 442.77896 0.66503876
660.985 439.68704 0.69662654
657.89307 439.68704 0.68614024
651.70935 442.77896 0.8921854
667.1688 442.77896 0.92721045
645.5255 458.23837 0.924441
674.89856 459.78433 0.892877
631.61206 479.88162 0.8493057
682.6283 484.51944 0.9120788
625.4282 487.61136 0.78035647
690.3579 495.34103 0.9260206
647.07153 503.07077 0.80058986
668.7147 503.07077 0.8310967
630.06616 533.9896 0.91063184
682.6283 533.9896 0.87399375
622.3364 571.09235 0.89686006
694.99585 568.0004 0.85900384
pose 1
166.22646 375.84497 0.9214842
164.4333 373.15524 0.87747556
162.64014 374.9484 0.8648454
154.57095 382.121 0.39513788
154.57095 380.32785 0.7892545
162.64014 394.6731 0.60622805
150.98463 398.2594 0.544226
171.60593 419.77725 0.60495
167.12303 422.46698 0.31455344
185.95116 431.43277 0.71432376
183.26141 437.7088 0.51009876
168.91618 440.39853 0.29092455
159.95041 443.98483 0.4164628
204.331 463.26126 0.1203621
202.53784 463.26126 0.085943766
186.39944 463.26126 0.10595742
188.1926 463.26126 0.05675745
pose 2
729.3988 269.9702 0.81354713
732.9078 268.80054 0.86568475
730.5685 268.80054 0.8366454
737.5864 274.6488 0.9126906
730.5685 271.13983 0.72348934
736.41675 284.00604 0.804681
727.0595 285.17566 0.7597378
732.9078 280.49707 0.754112
729.3988 275.81848 0.15815532
732.9078 275.81848 0.85558254
735.2471 271.13983 0.31706068
732.9078 320.26526 0.7567687
724.7202 319.09564 0.7286895
729.3988 348.33698 0.70266604
725.8899 347.1673 0.745768
734.07745 368.22107 0.7000281
732.9078 369.3907 0.6481924
pose 3
637.4283 237.76059 0.67213327
639.73645 234.68301 0.75134265
635.8895 235.45242 0.7655723
642.814 235.45242 0.79434156
632.81195 236.2218 0.81537116
648.9692 247.76266 0.8196723
627.4262 248.53207 0.78133154
652.8161 262.3811 0.72367686
622.8099 263.15048 0.75315565
647.43036 271.6138 0.7145714
630.5038 270.8444 0.7385846
646.66095 280.0771 0.6585326
631.27313 280.0771 0.66102254
646.66095 298.54248 0.4054584
633.58136 299.31186 0.43843716
646.2763 308.92926 0.2951993
633.966 308.92926 0.2334952
pose 4
231.17226 236.20354 0.6828238
232.50008 232.88405 0.7746054
229.84447 232.88405 0.72510415
234.49178 234.87575 0.53186345
225.86104 235.53966 0.6099244
237.8113 248.1538 0.6600382
219.88593 248.8177 0.6675322
243.78639 260.76794 0.56204295
217.23032 264.08746 0.4615471
245.11421 270.72644 0.63197726
229.84447 274.04596 0.18871114
233.16396 277.36548 0.5428072
221.87764 276.03766 0.4959723
232.83202 301.5979 0.3729275
222.54153 300.60205 0.34744564
232.83202 301.5979 0.08959366
222.20958 301.5979 0.07297344
pose 5
188.23581 239.7477 0.8604194
190.29604 236.65736 0.8870758
186.17558 237.68745 0.8737056
193.38637 238.71758 0.82600915
183.08525 239.7477 0.8406104
199.56706 252.10905 0.84272766
177.93468 253.13918 0.84789884
204.71762 266.53064 0.7576093
174.84433 268.59088 0.7297454
203.68752 277.86188 0.6583708
178.96478 281.98236 0.3569267
198.53694 284.0426 0.72254604
184.11536 284.0426 0.7142065
196.47672 306.70508 0.51799273
185.14546 307.73517 0.6114706
197.50682 325.24713 0.3626069
184.11536 328.33746 0.35998434
pose 6
816.6458 241.20442 0.80778444
818.72327 238.60759 0.81247044
